family	paralog_name	paralog_type	classification	mean_TPM	median_TPM	max_TPM	tissues_detected	samples_detected	pct_samples	pearson_r_vs_parent	pearson_pvalue	tissue_specificity
Rpl19	Rpl19-l1	l	parent correlated	3144.4266	2519.8767	6012.4689	6	29	100.0000	0.8585	0.0286	0.0394
Rpl22	Rpl22-l1	l	supported	130.6842	128.6257	261.0004	6	29	100.0000	0.4488	0.3720	0.0254
Rpl22l1	Rpl22l1-dl1	dl	supported	8.8864	5.0740	38.2248	6	17	58.6207	-0.9698	0.0014	0.2012
Rpl23a	Rpl23a-dl1	dl	low expression	2.9860	0.0000	33.2125	6	13	44.8276	0.2751	0.5978	0.2048
Rpl23a	Rpl23a-dl2	dl	supported	4.2376	2.8927	22.4151	6	16	55.1724	-0.1544	0.7702	0.0586
Rpl23a	Rpl23a-dl3	dl	supported	16.3096	12.3664	77.3928	6	25	86.2069	0.3247	0.5301	0.0647
Rpl23a	Rpl23a-dl4	dl	supported	84.5245	84.8635	241.3989	6	29	100.0000	0.2967	0.5680	0.0342
Rpl23a	Rpl23a-dl5	dl	supported	169.4487	168.3758	269.3126	6	29	100.0000	0.2469	0.6372	0.0101
Rpl23a	Rpl23a-dl6	dl	supported	9.5515	5.8276	35.3279	6	24	82.7586	0.7147	0.1105	0.0927
Rpl23a	Rpl23a-dl7	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl23a	Rpl23a-dl8	dl	supported	4.8381	3.9610	20.3905	6	22	75.8621	0.2924	0.5739	0.0769
Rpl23a	Rpl23a-dl9	dl	low expression	2.4502	0.0000	34.0972	4	9	31.0345	0.9042	0.0133	0.4217
Rpl24	Rpl24-dl1	dl	supported	553.3176	528.9067	929.2809	6	29	100.0000	0.6494	0.1628	0.0206
Rpl24	Rpl24-dl2	dl	supported	10.5885	6.4151	49.0634	6	26	89.6552	0.5906	0.2171	0.0989
Rpl24	Rpl24-dl3	dl	low expression	1.5219	0.0000	15.4018	5	8	27.5862	-0.6161	0.1928	0.1650
Rpl24	Rpl24-dl4	dl	parent correlated	103.5569	98.5128	244.1772	6	29	100.0000	0.8702	0.0242	0.0205
Rpl24	Rpl24-dl5	dl	supported	634.1145	562.0975	1098.6110	6	29	100.0000	0.4528	0.3672	0.0143
Rpl24	Rpl24-dl6	dl	supported	68.3481	45.5626	321.8355	6	29	100.0000	-0.3753	0.4634	0.1699
Rpl24	Rpl24-dl7	dl	supported	141.9295	134.8066	247.2278	6	29	100.0000	0.3617	0.4811	0.0165
Rpl24	Rpl24-l1	l	supported	24.1415	18.0983	59.9982	6	29	100.0000	0.4446	0.3770	0.0749
Rpl26	Rpl26-dl1	dl	supported	4.6025	3.8108	31.1207	6	17	58.6207	0.4341	0.3898	0.1353
Rpl26	Rpl26-dl2	dl	parent correlated	577.5948	517.3199	1168.4476	6	29	100.0000	0.9269	0.0078	0.0237
Rpl26	Rpl26-dl3	dl	supported	97.6946	89.2303	216.3817	6	29	100.0000	0.6340	0.1764	0.0105
Rpl27	Rpl27-dl1	dl	parent correlated	229.3286	197.9603	389.0071	6	29	100.0000	0.8633	0.0267	0.0288
Rpl27	Rpl27-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl27	Rpl27-dl3	dl	parent correlated	2270.4950	2361.5379	3356.7642	6	29	100.0000	0.9657	0.0017	0.0153
Rpl27	Rpl27-dl4	dl	supported	145.7893	7.1224	833.7075	6	24	82.7586	0.1420	0.7884	0.7023
Rpl27	Rpl27-dl5	dl	low expression	1.3148	0.0000	12.6352	3	9	31.0345	0.1119	0.8329	0.5429
Rpl27	Rpl27-dl6	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl27	Rpl27-dl7	dl	parent correlated	5958.1874	6548.3533	7758.8194	6	29	100.0000	0.9193	0.0095	0.0129
Rpl27a	Rpl27a-dl1	dl	low expression	4.6016	0.0000	43.2726	6	11	37.9310	0.0064	0.9904	0.2007
Rpl27a	Rpl27a-dl10	dl	supported	217.3774	189.7644	487.0593	6	29	100.0000	0.5961	0.2118	0.0417
Rpl27a	Rpl27a-dl11	dl	parent correlated	22.7020	14.9365	180.7771	6	25	86.2069	0.9556	0.0029	0.1207
Rpl27a	Rpl27a-dl12	dl	low expression	0.0680	0.0000	1.9719	1	1	3.4483	0.6880	0.1309	1.0000
Rpl27a	Rpl27a-dl13	dl	low expression	1.8754	0.0000	37.2247	3	6	20.6897	0.4846	0.3301	0.6872
Rpl27a	Rpl27a-dl14	dl	parent correlated	105.3579	92.7899	243.9528	6	28	96.5517	0.9328	0.0066	0.0375
Rpl27a	Rpl27a-dl15	dl	supported	17.1369	16.3322	74.4494	6	26	89.6552	0.6580	0.1555	0.0480
Rpl27a	Rpl27a-dl16	dl	parent correlated	1346.9846	1189.2536	2278.7474	6	29	100.0000	0.8728	0.0232	0.0332
Rpl27a	Rpl27a-dl17	dl	supported	10.4619	3.4718	120.5181	6	19	65.5172	0.6615	0.1525	0.3442
Rpl27a	Rpl27a-dl18	dl	parent correlated	76.3045	60.9882	186.1235	6	29	100.0000	0.9377	0.0057	0.0451
Rpl27a	Rpl27a-dl19	dl	supported	3.4128	1.9587	10.7217	6	15	51.7241	-0.7629	0.0777	0.0709
Rpl27a	Rpl27a-dl2	dl	supported	24.9654	24.0107	58.9048	6	29	100.0000	0.7739	0.0709	0.0267
Rpl27a	Rpl27a-dl20	dl	low expression	6.1307	0.0000	73.2842	3	7	24.1379	0.6811	0.1363	0.5523
Rpl27a	Rpl27a-dl21	dl	supported	49.8482	50.7308	98.2068	6	27	93.1034	0.1283	0.8086	0.0152
Rpl27a	Rpl27a-dl22	dl	supported	9.2586	6.0561	51.3212	6	17	58.6207	0.5893	0.2184	0.0658
Rpl27a	Rpl27a-dl23	dl	supported	304.5298	273.3390	735.2894	6	29	100.0000	0.6922	0.1275	0.0515
Rpl27a	Rpl27a-dl3	dl	supported	331.3942	328.0620	698.7519	6	29	100.0000	0.3932	0.4405	0.0342
Rpl27a	Rpl27a-dl4	dl	low expression	1.7562	0.0000	18.6706	5	8	27.5862	-0.0068	0.9899	0.1705
Rpl27a	Rpl27a-dl5	dl	supported	3.9246	0.6899	28.8237	6	16	55.1724	0.7979	0.0571	0.3584
Rpl27a	Rpl27a-dl6	dl	supported	4.7581	2.6292	61.0789	6	15	51.7241	0.5347	0.2744	0.3024
Rpl27a	Rpl27a-dl7	dl	supported	27.2235	8.5888	399.0488	6	17	58.6207	0.5828	0.2248	0.3905
Rpl27a	Rpl27a-dl8	dl	supported	7.8648	5.3608	25.0667	6	18	62.0690	-0.5758	0.2318	0.0219
Rpl27a	Rpl27a-dl9	dl	low expression	1.1260	0.4507	5.5750	5	16	55.1724	0.4939	0.3194	0.3566
Rpl27a	Rpl27a-l1	l	supported	30.0889	25.6150	78.6810	6	29	100.0000	0.6984	0.1227	0.1226
Rpl27a	Rpl27a-l2	l	supported	570.9797	490.7148	1639.0949	6	29	100.0000	0.7496	0.0862	0.0482
Rpl27a	Rpl27a-l3	l	supported	84.1764	74.9416	169.2766	6	29	100.0000	0.6827	0.1351	0.0288
Rpl27a	Rpl27a-l4	l	supported	14.2966	10.3736	60.0269	6	27	93.1034	0.6366	0.1741	0.0884
Rpl28	Rpl28-dl1	dl	parent correlated	1001.0468	1021.1062	1697.6981	6	29	100.0000	0.8264	0.0426	0.0265
Rpl28	Rpl28-dl2	dl	low expression	4.2692	0.0000	49.3872	6	12	41.3793	0.7419	0.0913	0.2047
Rpl28	Rpl28-dl3	dl	low expression	8.3330	0.0000	92.5629	5	11	37.9310	0.6704	0.1450	0.4752
Rpl28	Rpl28-dl4	dl	supported	29.2112	28.3622	67.8081	6	26	89.6552	-0.2396	0.6475	0.0286
Rpl28	Rpl28-dl5	dl	parent correlated	2315.8824	2046.7641	4494.1356	6	29	100.0000	0.9879	0.0002	0.0310
Rpl3	Rpl3-dl1	dl	parent correlated	1545.1865	1188.5520	3398.7611	6	29	100.0000	0.9993	0.0000	0.0672
Rpl3	Rpl3-dl2	dl	parent correlated	3164.3182	2486.2652	7082.8960	6	29	100.0000	0.9981	0.0000	0.0628
Rpl32	Rpl32-dl1	dl	parent correlated	1109.4663	1057.2302	1850.6468	6	29	100.0000	0.9810	0.0005	0.0175
Rpl32	Rpl32-dl2	dl	supported	55.0577	50.6497	148.8086	6	29	100.0000	0.6965	0.1242	0.0609
Rpl34	Rpl34-l1	l	parent correlated	5659.9336	5204.0857	8986.4068	6	29	100.0000	0.9450	0.0045	0.0192
Rpl35	Rpl35-dl1	dl	parent correlated	46.4588	41.8430	158.9653	6	29	100.0000	0.8898	0.0175	0.0469
Rpl35	Rpl35-dl10	dl	parent correlated	8.4824	8.0024	33.3158	6	29	100.0000	0.8552	0.0299	0.0716
Rpl35	Rpl35-dl11	dl	low expression	2.9258	0.0000	44.1816	1	4	13.7931	0.2287	0.6629	1.0000
Rpl35	Rpl35-dl12	dl	supported	118.6524	106.2150	357.8375	6	29	100.0000	0.7149	0.1103	0.0665
Rpl35	Rpl35-dl13	dl	parent correlated	143.9702	150.7318	336.5646	6	29	100.0000	0.8624	0.0271	0.0440
Rpl35	Rpl35-dl14	dl	supported	45.6334	44.7230	178.9188	6	27	93.1034	0.4446	0.3771	0.0580
Rpl35	Rpl35-dl15	dl	supported	335.4353	314.3351	592.6463	6	29	100.0000	0.6203	0.1889	0.0267
Rpl35	Rpl35-dl16	dl	supported	4.4352	3.5262	27.3573	6	16	55.1724	0.0012	0.9983	0.0852
Rpl35	Rpl35-dl17	dl	low expression	3.3480	0.0000	36.6421	6	11	37.9310	0.7770	0.0691	0.1538
Rpl35	Rpl35-dl18	dl	low expression	1.0253	0.0000	6.4416	3	6	20.6897	-0.0641	0.9040	0.4416
Rpl35	Rpl35-dl19	dl	supported	13.1973	12.6326	36.8458	6	22	75.8621	0.3041	0.5579	0.1023
Rpl35	Rpl35-dl2	dl	supported	275.1190	254.4808	633.2402	6	29	100.0000	0.2206	0.6744	0.0395
Rpl35	Rpl35-dl20	dl	low expression	0.5604	0.0000	10.0880	1	2	6.8966	0.2287	0.6629	1.0000
Rpl35	Rpl35-dl3	dl	parent correlated	207.0896	176.6490	542.7155	6	28	96.5517	0.8159	0.0477	0.0556
Rpl35	Rpl35-dl4	dl	supported	439.7907	434.3048	745.0497	6	29	100.0000	0.7825	0.0658	0.0343
Rpl35	Rpl35-dl5	dl	supported	2178.5348	2243.1723	3656.0405	6	29	100.0000	0.6436	0.1679	0.0316
Rpl35	Rpl35-dl6	dl	parent correlated	60.4733	51.2762	203.7615	6	29	100.0000	0.8423	0.0353	0.0596
Rpl35	Rpl35-dl7	dl	supported	7.2746	6.3450	20.2926	6	27	93.1034	0.5114	0.2998	0.0333
Rpl35	Rpl35-dl8	dl	low expression	1.4508	0.0000	11.3521	3	6	20.6897	0.4031	0.4281	0.4013
Rpl35	Rpl35-dl9	dl	low expression	2.2726	0.0000	8.6218	6	11	37.9310	-0.0898	0.8657	0.0144
Rpl35	Rpl35-l1	l	supported	37.4211	35.0677	154.0636	6	25	86.2069	0.3903	0.4442	0.0746
Rpl36	Rpl36-dl1	dl	supported	11.3585	6.1791	47.8798	6	18	62.0690	0.2616	0.6165	0.1080
Rpl36a	Rpl36a-l1	l	supported	132.3045	118.3085	305.1320	6	29	100.0000	0.5388	0.2700	0.0537
Rpl37	Rpl37-dl1	dl	supported	72.0787	62.8759	214.8505	6	28	96.5517	-0.1015	0.8483	0.0401
Rpl37	Rpl37-l1	l	supported	938.0551	847.2214	1740.8297	6	29	100.0000	0.5033	0.3088	0.0342
Rpl37a	Rpl37a-dl1	dl	supported	88.0023	83.1739	220.8776	6	28	96.5517	0.3040	0.5580	0.0273
Rpl37a	Rpl37a-dl2	dl	low expression	0.8115	0.0000	10.9095	2	3	10.3448	-0.0692	0.8964	0.6336
Rpl37a	Rpl37a-dl3	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl37a	Rpl37a-dl4	dl	supported	390.9574	366.4211	662.3118	6	29	100.0000	0.5897	0.2180	0.0250
Rpl37a	Rpl37a-dl5	dl	supported	8.5006	3.7660	94.2745	6	17	58.6207	-0.0281	0.9578	0.2987
Rpl37a	Rpl37a-l1	l	supported	2436.5404	2435.3529	3989.5743	6	29	100.0000	0.6656	0.1490	0.0177
Rpl37a	Rpl37a-l2	l	low expression	1.7098	0.0000	19.1142	5	6	20.6897	-0.2464	0.6378	0.2747
Rpl37a	Rpl37a-l3	l	supported	18.4420	13.3941	66.2347	6	24	82.7586	-0.3700	0.4704	0.0266
Rpl37a	Rpl37a-l4	l	supported	20.7590	15.5366	75.5173	6	25	86.2069	0.7348	0.0962	0.0540
Rpl37a	Rpl37a-l5	l	supported	29.0007	25.7708	77.3078	6	29	100.0000	-0.0942	0.8592	0.0690
Rpl37a	Rpl37a-l6	l	supported	484.1231	446.6737	832.6665	6	29	100.0000	0.6611	0.1528	0.0197
Rpl37a	Rpl37a-l7	l	supported	114.6672	121.1906	283.7966	6	29	100.0000	0.6551	0.1580	0.0400
Rpl37a	Rpl37a-l8	l	supported	350.9831	329.3187	803.5150	6	29	100.0000	0.4917	0.3219	0.0159
Rpl4	Rpl4-dl1	dl	parent correlated	1233.3696	1192.9910	1971.8776	6	29	100.0000	0.9931	0.0001	0.0222
Rpl7	Rpl7-dl1	dl	supported	8.6268	6.9133	51.6321	6	24	82.7586	-0.1154	0.8277	0.0311
Rpl7	Rpl7-dl2	dl	supported	142.3923	140.4432	253.6789	6	29	100.0000	0.5834	0.2242	0.0121
Rpl7	Rpl7-dl3	dl	supported	14.7528	13.3473	66.8251	6	26	89.6552	0.7588	0.0803	0.0377
Rpl7	Rpl7-dl4	dl	supported	191.8760	190.5468	297.9991	6	29	100.0000	0.4246	0.4014	0.0225
Rpl7	Rpl7-dl5	dl	supported	697.8739	731.0873	1127.1265	6	29	100.0000	0.5669	0.2408	0.0166
Rpl7	Rpl7-dl6	dl	supported	22.9559	18.6051	85.9196	6	29	100.0000	0.7583	0.0806	0.0654
Rpl7	Rpl7-dl7	dl	supported	3.2111	2.4796	10.9195	6	18	62.0690	-0.3951	0.4382	0.0710
Rpl7a	Rpl7a-l1	l	low expression	1.7418	0.0000	12.6887	6	11	37.9310	0.6937	0.1263	0.0641
Rpl7a	Rpl7a-l2	l	supported	117.6822	110.4282	268.3781	6	29	100.0000	0.7839	0.0650	0.0328
Rpl7l1	Rpl7l1-dl1	dl	supported	19.2175	20.5471	34.8616	6	27	93.1034	0.5163	0.2944	0.0166
Rpl7l1	Rpl7l1-dl2	dl	supported	9.1690	7.0414	55.1857	6	25	86.2069	-0.1937	0.7131	0.0416
Rpl7l1	Rpl7l1-dl3	dl	low expression	0.3626	0.0000	5.1869	3	3	10.3448	-0.1409	0.7901	0.4464
Rpl7l1	Rpl7l1-dl4	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl7l1	Rpl7l1-dl5	dl	supported	239.0620	232.9003	404.1940	6	29	100.0000	0.2330	0.6568	0.0095
Rpl8	Rpl8-dl1	dl	parent correlated	1767.8471	1723.1938	2759.0619	6	29	100.0000	0.9943	0.0000	0.0228
Rpl8	Rpl8-l1	l	parent correlated	2218.0931	2102.4554	3548.0292	6	29	100.0000	0.9470	0.0041	0.0241
Rpl9	Rpl9-dl1	dl	supported	26.0369	17.2969	94.1683	6	29	100.0000	0.3455	0.5024	0.1146
Rpl9	Rpl9-dl2	dl	parent correlated	66.5087	59.3599	129.7055	6	29	100.0000	0.8012	0.0554	0.0468
Rpl9	Rpl9-dl3	dl	supported	4.6176	2.8828	23.5421	6	17	58.6207	0.2853	0.5836	0.0684
Rplp0	Rplp0-dl1	dl	parent correlated	263.3541	248.9308	591.6130	6	29	100.0000	0.8020	0.0549	0.0555
Rplp0	Rplp0-dl10	dl	parent correlated	673.7983	629.5717	1561.0702	6	29	100.0000	0.8180	0.0467	0.0460
Rplp0	Rplp0-dl11	dl	supported	6.3857	2.1055	36.8094	6	25	86.2069	-0.4962	0.3168	0.5054
Rplp0	Rplp0-dl2	dl	low expression	0.9539	0.0000	5.7739	6	12	41.3793	0.3660	0.4755	0.0324
Rplp0	Rplp0-dl3	dl	parent correlated	194.1940	175.1762	435.6857	6	29	100.0000	0.8156	0.0479	0.0459
Rplp0	Rplp0-dl4	dl	low expression	0.3072	0.0000	3.4878	3	6	20.6897	0.4635	0.3546	0.4281
Rplp0	Rplp0-dl5	dl	parent correlated	225.7729	196.1250	682.2172	6	29	100.0000	0.8452	0.0341	0.0822
Rplp0	Rplp0-dl6	dl	parent correlated	105.7663	94.3350	269.9796	6	29	100.0000	0.8958	0.0157	0.0542
Rplp0	Rplp0-dl7	dl	supported	558.7381	531.1252	1150.8419	6	29	100.0000	0.7766	0.0693	0.0431
Rplp0	Rplp0-dl8	dl	supported	254.2552	241.2852	517.0920	6	29	100.0000	0.7104	0.1136	0.0471
Rplp0	Rplp0-dl9	dl	low expression	0.9862	0.0000	15.9042	1	4	13.7931	-0.3418	0.5072	1.0000
Rplp0	Rplp0-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rplp1	Rplp1-dl1	dl	parent correlated	1285.0075	1168.0451	3520.8099	6	29	100.0000	0.9277	0.0077	0.0546
Rplp1	Rplp1-dl2	dl	parent correlated	331.5896	279.8713	826.9761	6	29	100.0000	0.9835	0.0004	0.0448
Rplp1	Rplp1-dl3	dl	parent correlated	319.5589	269.5493	846.4112	6	29	100.0000	0.9560	0.0029	0.0699
Rplp1	Rplp1-dl4	dl	low expression	0.2145	0.0000	6.2193	1	1	3.4483	-0.2317	0.6587	1.0000
Rplp1	Rplp1-dl5	dl	parent correlated	30.6413	22.9338	177.2092	6	25	86.2069	0.9458	0.0043	0.1650
Rplp1	Rplp1-dl6	dl	parent correlated	330.0367	250.2561	959.1660	6	29	100.0000	0.9583	0.0026	0.0815
Rplp1	Rplp1-l1	l	low expression	0.5846	0.0000	9.6390	1	2	6.8966	-0.2317	0.6587	1.0000
Rplp1	Rplp1-l2	l	parent correlated	5788.0314	5447.5859	12334.3724	6	29	100.0000	0.9744	0.0010	0.0510
Rps11	Rps11-dl1	dl	parent correlated	18861.0737	20465.4422	31293.2827	6	29	100.0000	0.9719	0.0012	0.0279
Rps11	Rps11-dl2	dl	low expression	0.6969	0.0000	8.1603	1	4	13.7931	-0.3141	0.5443	1.0000
Rps11	Rps11-dl3	dl	supported	32.8755	2.5307	253.2138	6	18	62.0690	-0.3339	0.5178	0.8238
Rps11	Rps11-l1	l	low expression	9.3305	0.0000	61.1785	3	10	34.4828	-0.1712	0.7457	0.8618
Rps11	Rps11-l2	l	supported	375.5433	366.2908	639.4663	6	29	100.0000	0.7630	0.0776	0.0324
Rps11	Rps11-l3	l	low expression	0.4372	0.0000	8.6488	1	2	6.8966	-0.3141	0.5443	1.0000
Rps11	Rps11-l4	l	low expression	0.4990	0.0000	6.7245	2	3	10.3448	0.6819	0.1357	0.7912
Rps13	Rps13-dl1	dl	supported	304.2912	302.9485	532.4123	6	29	100.0000	0.5899	0.2177	0.0274
Rps13	Rps13-dl2	dl	parent correlated	65.1648	57.6684	159.4835	6	29	100.0000	0.8116	0.0499	0.0382
Rps13	Rps13-dl3	dl	supported	43.2378	40.5819	106.9679	6	29	100.0000	0.7127	0.1120	0.0517
Rps13	Rps13-dl4	dl	supported	44.6239	39.2983	145.9600	6	29	100.0000	0.5364	0.2725	0.0759
Rps13	Rps13-dl5	dl	supported	475.4058	498.8567	771.2922	6	29	100.0000	0.5148	0.2960	0.0217
Rps13	Rps13-dl6	dl	supported	253.9927	245.4823	553.6229	6	29	100.0000	0.6400	0.1711	0.0398
Rps13	Rps13-l1	l	supported	44.2490	29.0630	291.1978	6	28	96.5517	0.7853	0.0642	0.1536
Rps13	Rps13-l2	l	supported	321.3551	323.5295	634.4329	6	29	100.0000	0.3704	0.4698	0.0258
Rps13	Rps13-l3	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rps13	Rps13-l4	l	supported	45.8546	42.3024	105.2179	6	29	100.0000	0.2643	0.6127	0.0262
Rps14	Rps14-dl1	dl	parent correlated	356.5106	364.7583	693.3102	6	29	100.0000	0.9768	0.0008	0.0318
Rps14	Rps14-dl2	dl	supported	23.6086	13.1962	103.5992	6	26	89.6552	0.6585	0.1551	0.2627
Rps14	Rps14-dl3	dl	parent correlated	38.2308	34.7779	83.8409	6	29	100.0000	0.8045	0.0536	0.0299
Rps14	Rps14-dl4	dl	parent correlated	58.3601	48.6690	158.1702	6	29	100.0000	0.9197	0.0094	0.1047
Rps14	Rps14-dl5	dl	parent correlated	156.3769	152.3957	413.4880	6	29	100.0000	0.8919	0.0169	0.0276
Rps14	Rps14-dl6	dl	parent correlated	332.7490	338.2092	574.5303	6	29	100.0000	0.9239	0.0085	0.0285
Rps14	Rps14-dl7	dl	supported	9.0941	7.9934	36.0109	6	23	79.3103	0.5512	0.2570	0.0452
Rps14	Rps14-dl8	dl	parent correlated	260.9254	258.5026	583.8401	6	29	100.0000	0.8740	0.0228	0.0275
Rps14	Rps14-dl9	dl	supported	495.7307	510.3789	766.2902	6	29	100.0000	0.7929	0.0599	0.0153
Rps14	Rps14-l1	l	parent correlated	271.4362	275.0951	456.6454	6	29	100.0000	0.8628	0.0270	0.0092
Rps15	Rps15-dl1	dl	supported	2469.4662	2430.8121	10051.8669	6	29	100.0000	0.3833	0.4533	0.0289
Rps15a	Rps15a-dl1	dl	low expression	1.0426	0.0000	10.5708	4	4	13.7931	-0.4755	0.3405	0.2582
Rps15a	Rps15a-dl2	dl	parent correlated	117.8324	103.4812	245.0567	6	29	100.0000	0.9361	0.0060	0.0444
Rps15a	Rps15a-dl3	dl	parent correlated	499.3883	463.4774	954.1909	6	29	100.0000	0.9701	0.0013	0.0467
Rps15a	Rps15a-dl4	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rps15a	Rps15a-dl5	dl	low expression	4.6155	0.0000	76.0898	4	6	20.6897	0.9456	0.0044	0.4960
Rps15a	Rps15a-dl6	dl	parent correlated	1077.3077	1027.1318	2279.6979	6	29	100.0000	0.9698	0.0014	0.0502
Rps15a	Rps15a-dl7	dl	parent correlated	146.1449	142.2175	255.6672	6	29	100.0000	0.9345	0.0063	0.0317
Rps15a	Rps15a-l1	l	parent correlated	10869.0631	9925.3858	19131.8504	6	29	100.0000	0.9894	0.0002	0.0451
Rps16	Rps16-dl1	dl	parent correlated	84.0937	75.0097	166.6973	6	29	100.0000	0.9610	0.0023	0.0363
Rps16	Rps16-dl2	dl	parent correlated	132.0645	108.5693	304.5625	6	29	100.0000	0.8950	0.0159	0.0251
Rps16	Rps16-dl3	dl	parent correlated	2271.3068	1988.5327	4379.3159	6	29	100.0000	0.9956	0.0000	0.0521
Rps16	Rps16-dl4	dl	parent correlated	621.8368	544.7968	1202.4559	6	29	100.0000	0.9704	0.0013	0.0530
Rps16	Rps16-l1	l	parent correlated	447.4998	420.3348	939.1344	6	29	100.0000	0.9751	0.0009	0.0453
Rps16	Rps16-l2	l	parent correlated	101.5392	85.3749	273.7122	6	29	100.0000	0.9669	0.0016	0.0442
Rps17	Rps17-dl1	dl	supported	16.3868	12.8248	45.1820	6	24	82.7586	-0.5244	0.2855	0.0318
Rps17	Rps17-dl2	dl	supported	10.1403	5.9216	65.8374	6	18	62.0690	0.7869	0.0633	0.1036
Rps17	Rps17-dl3	dl	supported	407.0383	349.3852	805.0576	6	29	100.0000	0.6310	0.1791	0.0342
Rps17	Rps17-dl4	dl	supported	35.6392	29.9244	167.0449	6	27	93.1034	0.0433	0.9351	0.0596
Rps17	Rps17-dl5	dl	supported	5.9793	3.4345	28.0470	6	18	62.0690	-0.0223	0.9666	0.0389
Rps17	Rps17-dl6	dl	supported	11.6454	10.3376	30.9638	6	24	82.7586	-0.6410	0.1702	0.0252
Rps17	Rps17-dl7	dl	low expression	2.2680	0.0000	31.4259	5	8	27.5862	-0.4893	0.3247	0.2232
Rps17	Rps17-dl8	dl	supported	4.2935	3.7593	28.4532	5	16	55.1724	-0.0831	0.8756	0.1221
Rps18	Rps18-dl1	dl	supported	5.9316	4.8446	20.7296	6	22	75.8621	0.7033	0.1190	0.0927
Rps18	Rps18-dl2	dl	supported	475.2932	529.3673	698.9327	6	29	100.0000	0.4946	0.3186	0.0334
Rps18	Rps18-dl3	dl	supported	26.8547	26.5263	70.5601	6	27	93.1034	0.3015	0.5614	0.0064
Rps18	Rps18-dl4	dl	supported	501.5962	479.3918	1021.2478	6	29	100.0000	0.7576	0.0810	0.0361
Rps18	Rps18-dl5	dl	supported	365.3956	349.3852	833.7848	6	29	100.0000	0.7136	0.1113	0.0361
Rps18	Rps18-dl6	dl	parent correlated	207.9106	178.3469	427.9296	6	29	100.0000	0.8545	0.0302	0.0488
Rps18	Rps18-dl7	dl	parent correlated	4770.6638	4111.1927	9426.6321	6	29	100.0000	0.8364	0.0379	0.0283
Rps2	Rps2-dl1	dl	supported	483.6081	318.8925	1762.1329	6	29	100.0000	0.7851	0.0643	0.0681
Rps2	Rps2-dl2	dl	supported	58.7329	45.3201	122.1026	6	29	100.0000	0.7159	0.1096	0.0451
Rps2	Rps2-dl3	dl	parent correlated	6.8751	3.1081	30.5394	6	23	79.3103	0.9121	0.0113	0.1451
Rps2	Rps2-l1	l	supported	98.8598	100.4380	198.4743	6	29	100.0000	0.7333	0.0972	0.0472
Rps20	Rps20-dl1	dl	low expression	0.1568	0.0000	4.5470	1	1	3.4483	-0.0364	0.9454	1.0000
Rps23	Rps23-dl1	dl	parent correlated	349.4361	324.5775	685.8651	6	29	100.0000	0.9852	0.0003	0.0383
Rps23	Rps23-dl2	dl	parent correlated	213.4320	179.7719	473.2939	6	29	100.0000	0.9561	0.0028	0.0461
Rps23	Rps23-dl3	dl	parent correlated	222.6763	194.2135	430.2245	6	29	100.0000	0.9931	0.0001	0.0393
Rps23	Rps23-dl4	dl	parent correlated	574.5897	435.5668	1202.8514	6	29	100.0000	0.9780	0.0007	0.0485
Rps23	Rps23-dl5	dl	parent correlated	6404.5342	5325.7887	12832.3165	6	29	100.0000	0.9966	0.0000	0.0401
Rps23	Rps23-dl6	dl	parent correlated	233.5208	213.1121	520.8538	6	29	100.0000	0.9903	0.0001	0.0382
Rps23	Rps23-dl7	dl	supported	2.2296	0.9380	10.0571	5	18	62.0690	0.2712	0.6032	0.2336
Rps25	Rps25-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rps25	Rps25-dl10	dl	supported	66.7316	65.4440	106.5077	6	29	100.0000	-0.0298	0.9553	0.0185
Rps25	Rps25-dl11	dl	supported	787.4863	727.5900	1739.7447	6	29	100.0000	-0.1081	0.8385	0.0591
Rps25	Rps25-dl12	dl	supported	12.8210	7.2089	66.8424	6	23	79.3103	-0.0842	0.8740	0.1266
Rps25	Rps25-dl13	dl	low expression	1.2232	0.0000	33.4212	2	2	6.8966	-0.9714	0.0012	0.8914
Rps25	Rps25-dl14	dl	low expression	2.2410	0.0000	12.8756	6	10	34.4828	0.5220	0.2881	0.2160
Rps25	Rps25-dl15	dl	supported	5.7413	2.8285	35.4031	5	15	51.7241	-0.1947	0.7116	0.2210
Rps25	Rps25-dl2	dl	supported	7.6210	4.6324	44.0197	6	18	62.0690	-0.0483	0.9276	0.0633
Rps25	Rps25-dl3	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rps25	Rps25-dl4	dl	low expression	1.1197	0.0000	15.3088	4	4	13.7931	-0.0161	0.9758	0.2986
Rps25	Rps25-dl5	dl	low expression	0.6847	0.0000	4.6324	4	7	24.1379	0.0618	0.9074	0.2945
