family	gene_name	gene_id	gene_type	chrom	start	end	strand	length	paralog_type	copy_num
Rnf5	Rnf5	gene-Rnf5	parent	chr1	2312236	2314769	+	2534		
Rnf5	Rnf5-l1	gene-Rnf5-l1	paralog_l	chr21	37352723	37353724	+	1002	l	1.0
Rnf7	Rnf7	gene-Rnf7	parent	chr6	78885503	78893119	+	7617		
Rnf7	Rnf7-l1	gene-Rnf7-l1	paralog_l	chr17	73326276	73328392	-	2117	l	1.0
Rnft1	Rnft1	gene-Rnft1	parent	chr7	17021137	17039940	-	18804		
Rnft1	Rnft1-dl1	gene-Rnft1-dl1	paralog_dl	chr3	99471512	99472711	-	1200	dl	1.0
Rp9	Rp9	gene-Rp9	parent	chr6	13344069	13358555	-	14487		
Rp9	Rp9-l1	gene-Rp9-l1	paralog_l	chr6	13460407	13471383	-	10977	l	1.0
Rpa2	Rpa2	gene-Rpa2	parent	chr19	19990826	20013057	-	22232		
Rpa2	Rpa2-l1	gene-Rpa2-l1	paralog_l	chr17	60623982	60625529	-	1548	l	1.0
Rpa3	Rpa3	gene-Rpa3	parent	chr5	94542955	94547276	+	4322		
Rpa3	Rpa3-dl1	gene-Rpa3-dl1	paralog_dl	chrX	135987496	135989211	-	1716	dl	1.0
Rpf2	Rpf2	gene-Rpf2	parent	chr15	41616460	41658004	+	41545		
Rpf2	Rpf2-dl1	gene-Rpf2-dl1	paralog_dl	chr6	38564660	38565460	+	801	dl	1.0
Rpl10	Rpl10	gene-Rpl10	parent	chrX	1829016	1831987	-	2972		
Rpl10	Rpl10-l2	gene-Rpl10-l2	paralog_l	chr6	13257447	13259471	+	2025	l	2.0
Rpl10	Rpl10-l3	gene-Rpl10-l3	paralog_l	chr8	17483464	17484171	+	708	l	3.0
Rpl10	Rpl10-l4	gene-Rpl10-l4	paralog_l	chr9	28250810	28251526	+	717	l	4.0
Rpl10	Rpl10-dl1	gene-Rpl10-dl1	paralog_dl	chr11	78851148	78851705	-	558	dl	1.0
Rpl10	Rpl10-dl2	gene-Rpl10-dl2	paralog_dl	chr14	88903011	88903728	+	718	dl	2.0
Rpl10	Rpl10-l1	gene-Rpl10-l1	paralog_l	chr14	102424970	102425775	+	806	l	1.0
Rpl10a	Rpl10a	gene-Rpl10a	parent	chr1	5242280	5246097	+	3818		
Rpl10a	Rpl10a-dl10	gene-Rpl10a-dl10	paralog_dl	chrY	4824204	4824857	-	654	dl	10.0
Rpl10a	Rpl10a-dl11	gene-Rpl10a-dl11	paralog_dl	chrY	13382200	13382853	+	654	dl	11.0
Rpl10a	Rpl10a-dl12	gene-Rpl10a-dl12	paralog_dl	chrY	31516698	31517351	-	654	dl	12.0
Rpl10a	Rpl10a-dl13	gene-Rpl10a-dl13	paralog_dl	chrY	37398497	37399150	+	654	dl	13.0
Rpl10a	Rpl10a-dl1	gene-Rpl10a-dl1	paralog_dl	chr4	5951974	5952627	+	654	dl	1.0
Rpl10a	Rpl10a-dl2	gene-Rpl10a-dl2	paralog_dl	chr4	108245946	108246599	-	654	dl	2.0
Rpl10a	Rpl10a-dl3	gene-Rpl10a-dl3	paralog_dl	chr4	112053443	112054096	-	654	dl	3.0
Rpl10a	Rpl10a-dl4	gene-Rpl10a-dl4	paralog_dl	chr4	115782246	115782911	-	666	dl	4.0
Rpl10a	Rpl10a-dl5	gene-Rpl10a-dl5	paralog_dl	chr4	118531083	118531736	-	654	dl	5.0
Rpl10a	Rpl10a-dl6	gene-Rpl10a-dl6	paralog_dl	chr4	120624489	120625142	-	654	dl	6.0
Rpl10a	Rpl10a-dl7	gene-Rpl10a-dl7	paralog_dl	chr4	121831357	121832010	+	654	dl	7.0
Rpl10a	Rpl10a-dl8	gene-Rpl10a-dl8	paralog_dl	chr4	139713293	139713946	-	654	dl	8.0
Rpl10a	Rpl10a-dl9	gene-Rpl10a-dl9	paralog_dl	chr4	146530480	146531133	+	654	dl	9.0
Rpl10a	Rpl10a-l1	gene-Rpl10a-l1	paralog_l	chr23	70630768	70635246	-	4479	l	1.0
Rpl11	Rpl11	gene-Rpl11	parent	chr19	16004550	16008306	+	3757		
Rpl11	Rpl11-l1	gene-Rpl11-l1	paralog_l	chr20	46256016	46261679	+	5664	l	1.0
Rpl13	Rpl13	gene-Rpl13	parent	chr1	175526436	175529420	-	2985		
Rpl13	Rpl13-dl16	gene-Rpl13-dl16	paralog_dl	chrY	68768664	68769784	+	1121	dl	16.0
Rpl13	Rpl13-dl1	gene-Rpl13-dl1	paralog_dl	chr1	520363	520995	+	633	dl	1.0
Rpl13	Rpl13-dl2	gene-Rpl13-dl2	paralog_dl	chr1	19889213	19890407	+	1195	dl	2.0
Rpl13	Rpl13-dl7	gene-Rpl13-dl7	paralog_dl	chr2	21379616	21380251	+	636	dl	7.0
Rpl13	Rpl13-dl10	gene-Rpl13-dl10	paralog_dl	chr3	108123333	108123968	-	636	dl	10.0
Rpl13	Rpl13-dl11	gene-Rpl13-dl11	paralog_dl	chr4	112353727	112354362	-	636	dl	11.0
Rpl13	Rpl13-dl12	gene-Rpl13-dl12	paralog_dl	chr4	120907199	120908002	-	804	dl	12.0
Rpl13	Rpl13-dl13	gene-Rpl13-dl13	paralog_dl	chr5	11370110	11370815	-	706	dl	13.0
Rpl13	Rpl13-dl14	gene-Rpl13-dl14	paralog_dl	chr7	2881741	2883197	-	1457	dl	14.0
Rpl13	Rpl13-dl15	gene-Rpl13-dl15	paralog_dl	chr7	49405175	49405669	+	495	dl	15.0
Rpl13	Rpl13-dl3	gene-Rpl13-dl3	paralog_dl	chr11	30427151	30427576	+	426	dl	3.0
Rpl13	Rpl13-dl4	gene-Rpl13-dl4	paralog_dl	chr13	11678501	11679136	+	636	dl	4.0
Rpl13	Rpl13-dl5	gene-Rpl13-dl5	paralog_dl	chr13	99923240	99923941	+	702	dl	5.0
Rpl13	Rpl13-dl6	gene-Rpl13-dl6	paralog_dl	chr19	56334074	56334700	+	627	dl	6.0
Rpl13	Rpl13-dl8	gene-Rpl13-dl8	paralog_dl	chr22	13631638	13632273	+	636	dl	8.0
Rpl13	Rpl13-dl9	gene-Rpl13-dl9	paralog_dl	chr24	24357397	24359874	-	2478	dl	9.0
Rpl13a	Rpl13a	gene-Rpl13a	parent	chr2	33400482	33404315	+	3834		
Rpl13a	Rpl13a-dl6	gene-Rpl13a-dl6	paralog_dl	chrX	128644002	128644430	+	429	dl	6.0
Rpl13a	Rpl13a-dl3	gene-Rpl13a-dl3	paralog_dl	chr3	48348704	48349462	+	759	dl	3.0
Rpl13a	Rpl13a-dl4	gene-Rpl13a-dl4	paralog_dl	chr4	99957085	99957600	+	516	dl	4.0
Rpl13a	Rpl13a-dl5	gene-Rpl13a-dl5	paralog_dl	chr9	127113490	127113945	+	456	dl	5.0
Rpl13a	Rpl13a-dl1	gene-Rpl13a-dl1	paralog_dl	chr16	47370449	47372403	-	1955	dl	1.0
Rpl13a	Rpl13a-dl2	gene-Rpl13a-dl2	paralog_dl	chr27	20237581	20239054	+	1474	dl	2.0
Rpl18a	Rpl18a	gene-Rpl18a	parent	chr3	105198543	105202280	+	3738		
Rpl18a	Rpl18a-dl5	gene-Rpl18a-dl5	paralog_dl	chr4	86607190	86607570	-	381	dl	5.0
Rpl18a	Rpl18a-dl6	gene-Rpl18a-dl6	paralog_dl	chr7	14764069	14764899	-	831	dl	6.0
Rpl18a	Rpl18a-dl7	gene-Rpl18a-dl7	paralog_dl	chr8	44945476	44946000	+	525	dl	7.0
Rpl18a	Rpl18a-dl1	gene-Rpl18a-dl1	paralog_dl	chr20	8018022	8018405	+	384	dl	1.0
Rpl18a	Rpl18a-dl2	gene-Rpl18a-dl2	paralog_dl	chr20	71685552	71686166	-	615	dl	2.0
Rpl18a	Rpl18a-dl3	gene-Rpl18a-dl3	paralog_dl	chr21	40457479	40458095	-	617	dl	3.0
Rpl18a	Rpl18a-dl4	gene-Rpl18a-dl4	paralog_dl	chr25	35860164	35860691	-	528	dl	4.0
Rpl19	Rpl19	gene-Rpl19	parent	chr7	4870943	4875748	-	4806		
Rpl19	Rpl19-l1	gene-Rpl19-l1	paralog_l	chr13	10528339	10529069	+	731	l	1.0
Rpl22	Rpl22	gene-Rpl22	parent	chr19	38028660	38041440	+	12781		
Rpl22	Rpl22-l1	gene-Rpl22-l1	paralog_l	chr4	5426702	5428547	-	1846	l	1.0
Rpl22l1	Rpl22l1	gene-Rpl22l1	parent	chr16	82847221	82850570	-	3350		
Rpl22l1	Rpl22l1-dl1	gene-Rpl22l1-dl1	paralog_dl	chr27	15605508	15605900	+	393	dl	1.0
Rpl23a	Rpl23a	gene-Rpl23a	parent	chrX	129095890	129096360	+	471		
Rpl23a	Rpl23a-dl6	gene-Rpl23a-dl6	paralog_dl	chr4	47190295	47190765	+	471	dl	6.0
Rpl23a	Rpl23a-dl7	gene-Rpl23a-dl7	paralog_dl	chr6	38843134	38843604	+	471	dl	7.0
Rpl23a	Rpl23a-dl8	gene-Rpl23a-dl8	paralog_dl	chr7	57606343	57607663	+	1321	dl	8.0
Rpl23a	Rpl23a-dl9	gene-Rpl23a-dl9	paralog_dl	chr8	65031737	65032224	+	488	dl	9.0
Rpl23a	Rpl23a-dl1	gene-Rpl23a-dl1	paralog_dl	chr12	68001341	68001841	+	501	dl	1.0
Rpl23a	Rpl23a-dl2	gene-Rpl23a-dl2	paralog_dl	chr21	55904513	55904983	+	471	dl	2.0
Rpl23a	Rpl23a-dl3	gene-Rpl23a-dl3	paralog_dl	chr22	44089846	44090275	+	430	dl	3.0
Rpl23a	Rpl23a-dl4	gene-Rpl23a-dl4	paralog_dl	chr23	82460359	82460829	-	471	dl	4.0
Rpl23a	Rpl23a-dl5	gene-Rpl23a-dl5	paralog_dl	chr24	44905547	44906062	-	516	dl	5.0
Rpl24	Rpl24	gene-Rpl24	parent	chr6	126024740	126029771	+	5032		
Rpl24	Rpl24-dl5	gene-Rpl24-dl5	paralog_dl	chr6	61320041	61320622	-	582	dl	5.0
Rpl24	Rpl24-dl6	gene-Rpl24-dl6	paralog_dl	chr7	19295392	19295889	+	498	dl	6.0
Rpl24	Rpl24-dl7	gene-Rpl24-dl7	paralog_dl	chr8	95755278	95755748	+	471	dl	7.0
Rpl24	Rpl24-l1	gene-Rpl24-l1	paralog_l	chr12	100778420	100779737	+	1318	l	1.0
Rpl24	Rpl24-dl1	gene-Rpl24-dl1	paralog_dl	chr15	49565372	49565827	-	456	dl	1.0
Rpl24	Rpl24-dl2	gene-Rpl24-dl2	paralog_dl	chr16	28573117	28573665	+	549	dl	2.0
Rpl24	Rpl24-dl3	gene-Rpl24-dl3	paralog_dl	chr19	74377805	74378278	+	474	dl	3.0
Rpl24	Rpl24-dl4	gene-Rpl24-dl4	paralog_dl	chr22	44014816	44016580	+	1765	dl	4.0
Rpl26	Rpl26	gene-Rpl26	parent	chr6	60415903	60416364	-	462		
Rpl26	Rpl26-dl3	gene-Rpl26-dl3	paralog_dl	chr7	54025906	54026483	-	578	dl	3.0
Rpl26	Rpl26-dl1	gene-Rpl26-dl1	paralog_dl	chr12	61508914	61509351	-	438	dl	1.0
Rpl26	Rpl26-dl2	gene-Rpl26-dl2	paralog_dl	chr26	11703734	11704171	-	438	dl	2.0
Rpl27	Rpl27	gene-Rpl27	parent	chr7	2058311	2060259	-	1949		
Rpl27	Rpl27-dl7	gene-Rpl27-dl7	paralog_dl	chrX	197736687	197737251	+	565	dl	7.0
Rpl27	Rpl27-dl5	gene-Rpl27-dl5	paralog_dl	chr3	104179563	104182259	+	2697	dl	5.0
Rpl27	Rpl27-dl6	gene-Rpl27-dl6	paralog_dl	chr5	34753753	34754221	-	469	dl	6.0
Rpl27	Rpl27-dl1	gene-Rpl27-dl1	paralog_dl	chr13	35860766	35863050	-	2285	dl	1.0
Rpl27	Rpl27-dl2	gene-Rpl27-dl2	paralog_dl	chr13	74860447	74860707	+	261	dl	2.0
Rpl27	Rpl27-dl3	gene-Rpl27-dl3	paralog_dl	chr16	82293968	82294428	-	461	dl	3.0
Rpl27	Rpl27-dl4	gene-Rpl27-dl4	paralog_dl	chr16	97461971	97462836	-	866	dl	4.0
Rpl27a	Rpl27a	gene-Rpl27a	parent	chr24	32207571	32210958	+	3388		
Rpl27a	Rpl27a-dl1	gene-Rpl27a-dl1	paralog_dl	chr1	41670511	41670825	+	315	dl	1.0
Rpl27a	Rpl27a-dl2	gene-Rpl27a-dl2	paralog_dl	chr1	86182701	86183393	-	693	dl	2.0
Rpl27a	Rpl27a-dl3	gene-Rpl27a-dl3	paralog_dl	chr1	103082313	103083813	-	1501	dl	3.0
Rpl27a	Rpl27a-l3	gene-Rpl27a-l3	paralog_l	chr2	28192563	28193059	-	497	l	3.0
Rpl27a	Rpl27a-dl19	gene-Rpl27a-dl19	paralog_dl	chr5	19390035	19390481	-	447	dl	19.0
Rpl27a	Rpl27a-dl20	gene-Rpl27a-dl20	paralog_dl	chr5	98170252	98170623	-	372	dl	20.0
Rpl27a	Rpl27a-dl21	gene-Rpl27a-dl21	paralog_dl	chr7	22383865	22384378	-	514	dl	21.0
Rpl27a	Rpl27a-dl22	gene-Rpl27a-dl22	paralog_dl	chr9	29822568	29822855	+	288	dl	22.0
Rpl27a	Rpl27a-dl23	gene-Rpl27a-dl23	paralog_dl	chr9	32095184	32095630	-	447	dl	23.0
Rpl27a	Rpl27a-dl4	gene-Rpl27a-dl4	paralog_dl	chr10	71961214	71961660	-	447	dl	4.0
Rpl27a	Rpl27a-dl5	gene-Rpl27a-dl5	paralog_dl	chr10	94600399	94602267	+	1869	dl	5.0
Rpl27a	Rpl27a-dl6	gene-Rpl27a-dl6	paralog_dl	chr10	100603355	100603795	-	441	dl	6.0
Rpl27a	Rpl27a-dl7	gene-Rpl27a-dl7	paralog_dl	chr11	11403966	11404235	+	270	dl	7.0
Rpl27a	Rpl27a-dl8	gene-Rpl27a-dl8	paralog_dl	chr11	24623462	24623908	-	447	dl	8.0
Rpl27a	Rpl27a-dl9	gene-Rpl27a-dl9	paralog_dl	chr12	84198295	84202179	-	3885	dl	9.0
Rpl27a	Rpl27a-dl10	gene-Rpl27a-dl10	paralog_dl	chr13	101925459	101925968	-	510	dl	10.0
Rpl27a	Rpl27a-l1	gene-Rpl27a-l1	paralog_l	chr15	29386424	29388155	-	1732	l	1.0
Rpl27a	Rpl27a-dl11	gene-Rpl27a-dl11	paralog_dl	chr16	48732751	48733197	-	447	dl	11.0
Rpl27a	Rpl27a-dl12	gene-Rpl27a-dl12	paralog_dl	chr19	27819870	27820313	-	444	dl	12.0
Rpl27a	Rpl27a-l2	gene-Rpl27a-l2	paralog_l	chr19	48113014	48113506	+	493	l	2.0
Rpl27a	Rpl27a-dl13	gene-Rpl27a-dl13	paralog_dl	chr19	78052044	78052490	-	447	dl	13.0
Rpl27a	Rpl27a-dl14	gene-Rpl27a-dl14	paralog_dl	chr20	38913683	38914129	+	447	dl	14.0
Rpl27a	Rpl27a-dl15	gene-Rpl27a-dl15	paralog_dl	chr23	68569750	68570196	-	447	dl	15.0
Rpl27a	Rpl27a-dl16	gene-Rpl27a-dl16	paralog_dl	chr24	32445109	32445652	+	544	dl	16.0
Rpl27a	Rpl27a-dl17	gene-Rpl27a-dl17	paralog_dl	chr26	50645983	50646429	-	447	dl	17.0
Rpl27a	Rpl27a-dl18	gene-Rpl27a-dl18	paralog_dl	chr27	19306718	19307164	+	447	dl	18.0
Rpl27a	Rpl27a-l4	gene-Rpl27a-l4	paralog_l	chr27	21308522	21309214	-	693	l	4.0
Rpl28	Rpl28	gene-Rpl28	parent	chr2	42744638	42748088	+	3451		
Rpl28	Rpl28-dl5	gene-Rpl28-dl5	paralog_dl	chrX	129255231	129255678	-	448	dl	5.0
Rpl28	Rpl28-dl3	gene-Rpl28-dl3	paralog_dl	chr3	146937295	146937585	-	291	dl	3.0
Rpl28	Rpl28-dl4	gene-Rpl28-dl4	paralog_dl	chr6	33053860	33054438	-	579	dl	4.0
Rpl28	Rpl28-dl1	gene-Rpl28-dl1	paralog_dl	chr21	54794025	54794475	+	451	dl	1.0
Rpl28	Rpl28-dl2	gene-Rpl28-dl2	paralog_dl	chr22	29859498	29859911	-	414	dl	2.0
Rpl3	Rpl3	gene-Rpl3	parent	chr4	37301267	37308433	-	7167		
Rpl3	Rpl3-dl2	gene-Rpl3-dl2	paralog_dl	chr8	10850540	10851829	+	1290	dl	2.0
Rpl3	Rpl3-dl1	gene-Rpl3-dl1	paralog_dl	chr16	46043863	46045150	+	1288	dl	1.0
Rpl32	Rpl32	gene-Rpl32	parent	chr9	77726204	77730628	+	4425		
Rpl32	Rpl32-dl1	gene-Rpl32-dl1	paralog_dl	chr14	109288289	109288796	+	508	dl	1.0
Rpl32	Rpl32-dl2	gene-Rpl32-dl2	paralog_dl	chr16	66215742	66216199	+	458	dl	2.0
Rpl34	Rpl34	gene-Rpl34	parent	chr1	97454812	97458784	-	3973		
Rpl34	Rpl34-l1	gene-Rpl34-l1	paralog_l	chr15	24594413	24594874	-	462	l	1.0
Rpl35	Rpl35	gene-Rpl35	parent	chr14	101290293	101293836	-	3544		
Rpl35	Rpl35-dl1	gene-Rpl35-dl1	paralog_dl	chr1	59183234	59184758	+	1525	dl	1.0
Rpl35	Rpl35-dl16	gene-Rpl35-dl16	paralog_dl	chr4	71649591	71649967	+	377	dl	16.0
Rpl35	Rpl35-dl17	gene-Rpl35-dl17	paralog_dl	chr6	25327273	25327644	-	372	dl	17.0
Rpl35	Rpl35-dl18	gene-Rpl35-dl18	paralog_dl	chr7	38234580	38234951	+	372	dl	18.0
Rpl35	Rpl35-dl19	gene-Rpl35-dl19	paralog_dl	chr8	47295816	47296187	-	372	dl	19.0
Rpl35	Rpl35-l1	gene-Rpl35-l1	paralog_l	chr8	74191364	74191773	+	410	l	1.0
Rpl35	Rpl35-dl20	gene-Rpl35-dl20	paralog_dl	chr9	75294189	75294569	-	381	dl	20.0
Rpl35	Rpl35-dl2	gene-Rpl35-dl2	paralog_dl	chr16	131733	132104	-	372	dl	2.0
Rpl35	Rpl35-dl3	gene-Rpl35-dl3	paralog_dl	chr18	8425975	8426393	+	419	dl	3.0
Rpl35	Rpl35-dl4	gene-Rpl35-dl4	paralog_dl	chr18	29020138	29020673	-	536	dl	4.0
Rpl35	Rpl35-dl5	gene-Rpl35-dl5	paralog_dl	chr18	69149573	69149977	-	405	dl	5.0
Rpl35	Rpl35-dl6	gene-Rpl35-dl6	paralog_dl	chr18	77663253	77663624	+	372	dl	6.0
Rpl35	Rpl35-dl7	gene-Rpl35-dl7	paralog_dl	chr19	40826467	40828443	+	1977	dl	7.0
Rpl35	Rpl35-dl8	gene-Rpl35-dl8	paralog_dl	chr20	76114807	76115178	-	372	dl	8.0
Rpl35	Rpl35-dl9	gene-Rpl35-dl9	paralog_dl	chr21	6302829	6303188	+	360	dl	9.0
Rpl35	Rpl35-dl10	gene-Rpl35-dl10	paralog_dl	chr21	56250181	56251797	-	1617	dl	10.0
Rpl35	Rpl35-dl11	gene-Rpl35-dl11	paralog_dl	chr22	40610965	40611336	+	372	dl	11.0
Rpl35	Rpl35-dl12	gene-Rpl35-dl12	paralog_dl	chr22	65245768	65246139	-	372	dl	12.0
Rpl35	Rpl35-dl13	gene-Rpl35-dl13	paralog_dl	chr23	22560313	22560717	-	405	dl	13.0
Rpl35	Rpl35-dl14	gene-Rpl35-dl14	paralog_dl	chr26	36384158	36384529	+	372	dl	14.0
Rpl35	Rpl35-dl15	gene-Rpl35-dl15	paralog_dl	chr27	40756696	40757086	+	391	dl	15.0
Rpl36	Rpl36	gene-Rpl36	parent	chr3	120149256	120151863	-	2608		
Rpl36	Rpl36-dl1	gene-Rpl36-dl1	paralog_dl	chr4	94468670	94469110	-	441	dl	1.0
Rpl36a	Rpl36a	gene-Rpl36a	parent	chr19	16177585	16178076	+	492		
Rpl36a	Rpl36a-l1	gene-Rpl36a-l1	paralog_l	chrX	76479362	76481921	-	2560	l	1.0
Rpl37	Rpl37	gene-Rpl37	parent	chr23	54818372	54820510	+	2139		
Rpl37	Rpl37-l1	gene-Rpl37-l1	paralog_l	chr3	41002201	41002549	+	349	l	1.0
Rpl37	Rpl37-dl1	gene-Rpl37-dl1	paralog_dl	chr10	20972995	20973288	+	294	dl	1.0
Rpl37a	Rpl37a	gene-Rpl37a	parent	chr1	75568831	75572714	-	3884		
Rpl37a	Rpl37a-dl4	gene-Rpl37a-dl4	paralog_dl	chr6	23801226	23801504	+	279	dl	4.0
Rpl37a	Rpl37a-dl5	gene-Rpl37a-dl5	paralog_dl	chr6	34836513	34836865	+	353	dl	5.0
Rpl37a	Rpl37a-l7	gene-Rpl37a-l7	paralog_l	chr6	78446758	78447871	+	1114	l	7.0
Rpl37a	Rpl37a-l8	gene-Rpl37a-l8	paralog_l	chr7	119161610	119161960	-	351	l	8.0
Rpl37a	Rpl37a-dl1	gene-Rpl37a-dl1	paralog_dl	chr10	48485940	48486391	+	452	dl	1.0
Rpl37a	Rpl37a-l1	gene-Rpl37a-l1	paralog_l	chr10	110230524	110230865	+	342	l	1.0
Rpl37a	Rpl37a-l2	gene-Rpl37a-l2	paralog_l	chr11	30801762	30802120	-	359	l	2.0
Rpl37a	Rpl37a-l3	gene-Rpl37a-l3	paralog_l	chr14	52167365	52167671	+	307	l	3.0
Rpl37a	Rpl37a-dl2	gene-Rpl37a-dl2	paralog_dl	chr17	72833070	72833375	-	306	dl	2.0
Rpl37a	Rpl37a-dl3	gene-Rpl37a-dl3	paralog_dl	chr17	73438896	73439228	-	333	dl	3.0
Rpl37a	Rpl37a-l4	gene-Rpl37a-l4	paralog_l	chr18	18354899	18355259	+	361	l	4.0
Rpl37a	Rpl37a-l5	gene-Rpl37a-l5	paralog_l	chr20	5194595	5199690	-	5096	l	5.0
Rpl37a	Rpl37a-l6	gene-Rpl37a-l6	paralog_l	chr26	834996	836185	-	1190	l	6.0
Rpl4	Rpl4	gene-Rpl4	parent	chr17	10392667	10397310	-	4644		
Rpl4	Rpl4-dl1	gene-Rpl4-dl1	paralog_dl	chr16	27136667	27138121	+	1455	dl	1.0
Rpl7	Rpl7	gene-Rpl7	parent	chr11	52655545	52658577	+	3033		
Rpl7	Rpl7-dl7	gene-Rpl7-dl7	paralog_dl	chrX	115439415	115440194	+	780	dl	7.0
Rpl7	Rpl7-dl5	gene-Rpl7-dl5	paralog_dl	chr4	39525061	39525931	-	871	dl	5.0
Rpl7	Rpl7-dl6	gene-Rpl7-dl6	paralog_dl	chr4	47453963	47454589	+	627	dl	6.0
Rpl7	Rpl7-dl1	gene-Rpl7-dl1	paralog_dl	chr11	50411495	50412022	+	528	dl	1.0
Rpl7	Rpl7-dl2	gene-Rpl7-dl2	paralog_dl	chr17	72225734	72226480	+	747	dl	2.0
Rpl7	Rpl7-dl3	gene-Rpl7-dl3	paralog_dl	chr22	64020523	64021269	+	747	dl	3.0
Rpl7	Rpl7-dl4	gene-Rpl7-dl4	paralog_dl	chr26	39752290	39753036	+	747	dl	4.0
Rpl7a	Rpl7a	gene-Rpl7a	parent	chr14	112814154	112817360	-	3207		
Rpl7a	Rpl7a-l1	gene-Rpl7a-l1	paralog_l	chr13	58545587	58546276	+	690	l	1.0
Rpl7a	Rpl7a-l2	gene-Rpl7a-l2	paralog_l	chr14	20394960	20395827	+	868	l	2.0
Rpl7l1	Rpl7l1	gene-Rpl7l1	parent	chr1	11258099	11264665	+	6567		
Rpl7l1	Rpl7l1-dl1	gene-Rpl7l1-dl1	paralog_dl	chr10	76451403	76453003	+	1601	dl	1.0
Rpl7l1	Rpl7l1-dl2	gene-Rpl7l1-dl2	paralog_dl	chr12	107904940	107905680	+	741	dl	2.0
Rpl7l1	Rpl7l1-dl3	gene-Rpl7l1-dl3	paralog_dl	chr16	47701964	47702704	+	741	dl	3.0
Rpl7l1	Rpl7l1-dl4	gene-Rpl7l1-dl4	paralog_dl	chr23	49595404	49595850	-	447	dl	4.0
Rpl7l1	Rpl7l1-dl5	gene-Rpl7l1-dl5	paralog_dl	chr28	26455950	26457418	+	1469	dl	5.0
Rpl8	Rpl8	gene-Rpl8	parent	chr19	35016194	35017178	+	985		
Rpl8	Rpl8-dl1	gene-Rpl8-dl1	paralog_dl	chr5	114572541	114573382	+	842	dl	1.0
Rpl8	Rpl8-l1	gene-Rpl8-l1	paralog_l	chr26	37608614	37611014	+	2401	l	1.0
Rpl9	Rpl9	gene-Rpl9	parent	chr4	108564429	108565007	-	579		
Rpl9	Rpl9-dl1	gene-Rpl9-dl1	paralog_dl	chr12	71045840	71046418	-	579	dl	1.0
Rpl9	Rpl9-dl2	gene-Rpl9-dl2	paralog_dl	chr20	34800366	34802099	+	1734	dl	2.0
Rpl9	Rpl9-dl3	gene-Rpl9-dl3	paralog_dl	chr20	63948385	63948963	+	579	dl	3.0
Rplp0	Rplp0	gene-Rplp0	parent	chr20	17520721	17525326	-	4606		
Rplp0	Rplp0-dl10	gene-Rplp0-dl10	paralog_dl	chrX	71797948	71798901	+	954	dl	10.0
Rplp0	Rplp0-dl11	gene-Rplp0-dl11	paralog_dl	chrX	185662140	185665394	+	3255	dl	11.0
Rplp0	Rplp0-dl4	gene-Rplp0-dl4	paralog_dl	chr2	61504772	61505831	-	1060	dl	4.0
Rplp0	Rplp0-l1	gene-Rplp0-l1	paralog_l	chr3	148364657	148367537	+	2881	l	1.0
Rplp0	Rplp0-dl8	gene-Rplp0-dl8	paralog_dl	chr5	49883542	49884114	+	573	dl	8.0
Rplp0	Rplp0-dl9	gene-Rplp0-dl9	paralog_dl	chr7	104504437	104505161	+	725	dl	9.0
Rplp0	Rplp0-dl1	gene-Rplp0-dl1	paralog_dl	chr11	76847119	76847892	+	774	dl	1.0
Rplp0	Rplp0-dl2	gene-Rplp0-dl2	paralog_dl	chr13	50049310	50050403	-	1094	dl	2.0
Rplp0	Rplp0-dl3	gene-Rplp0-dl3	paralog_dl	chr17	70543298	70544563	+	1266	dl	3.0
Rplp0	Rplp0-dl5	gene-Rplp0-dl5	paralog_dl	chr20	77440755	77441754	-	1000	dl	5.0
Rplp0	Rplp0-dl6	gene-Rplp0-dl6	paralog_dl	chr21	39822923	39824524	-	1602	dl	6.0
Rplp0	Rplp0-dl7	gene-Rplp0-dl7	paralog_dl	chr24	21534402	21535355	+	954	dl	7.0
Rplp1	Rplp1	gene-Rplp1	parent	chr17	12682621	12685416	+	2796		
Rplp1	Rplp1-l2	gene-Rplp1-l2	paralog_l	chr2	33978584	33979070	-	487	l	2.0
Rplp1	Rplp1-l1	gene-Rplp1-l1	paralog_l	chr15	28461356	28461676	+	321	l	1.0
Rplp1	Rplp1-dl1	gene-Rplp1-dl1	paralog_dl	chr15	82976563	82976907	-	345	dl	1.0
Rplp1	Rplp1-dl2	gene-Rplp1-dl2	paralog_dl	chr18	28795393	28795848	-	456	dl	2.0
Rplp1	Rplp1-dl3	gene-Rplp1-dl3	paralog_dl	chr20	50743352	50743892	+	541	dl	3.0
Rplp1	Rplp1-dl4	gene-Rplp1-dl4	paralog_dl	chr21	7195286	7195594	-	309	dl	4.0
Rplp1	Rplp1-dl5	gene-Rplp1-dl5	paralog_dl	chr22	57838369	57838748	-	380	dl	5.0
Rplp1	Rplp1-dl6	gene-Rplp1-dl6	paralog_dl	chr25	41135930	41136328	+	399	dl	6.0
Rps11	Rps11	gene-Rps11	parent	chr2	33405903	33407744	+	1842		
Rps11	Rps11-dl3	gene-Rps11-dl3	paralog_dl	chr3	5376721	5377441	-	721	dl	3.0
Rps11	Rps11-l3	gene-Rps11-l3	paralog_l	chr5	72637959	72638435	+	477	l	3.0
Rps11	Rps11-l4	gene-Rps11-l4	paralog_l	chr5	136440622	136441249	+	628	l	4.0
