	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
15449	700180	chr14	Liftoff	gene	37820253	37820402	.	+	.	ID=gene-LOC101572641;Dbxref=GeneID:101572641;Name=LOC101572641;origin=liftoff;copy_num_ID=gene-LOC101572641_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572641;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	LOC101572641	37820252	37820402	True
15453	700197	chr14	Liftoff	gene	38153554	38154147	.	-	.	ID=gene-LOC111814712;Dbxref=GeneID:111814712;Name=LOC111814712;origin=liftoff;copy_num_ID=gene-LOC111814712_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814712;gene_biotype=protein_coding;sequence_ID=0.972;valid_ORFs=1	LOC111814712	38153553	38154147	True
15454	700203	chr14	Liftoff	gene	38175574	38176173	.	+	.	ID=gene-LOC111814711;Dbxref=GeneID:111814711;Name=LOC111814711;origin=liftoff;copy_num_ID=gene-LOC111814711_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814711;gene_biotype=protein_coding;sequence_ID=0.988;valid_ORFs=1	LOC111814711	38175573	38176173	True
15509	702807	chr14	Liftoff	gene	43946882	43960183	.	+	.	ID=gene-LOC111817543;Dbxref=GeneID:111817543;Name=LOC111817543;origin=liftoff;copy_num_ID=gene-LOC111817543_0;coverage=0.904;extra_copy_number=0;gbkey=Gene;gene=LOC111817543;gene_biotype=lncRNA;sequence_ID=0.849	LOC111817543	43946881	43960183	True
15510	702811	chr14	Liftoff	gene	43949647	44012982	.	-	.	ID=gene-Mx2-l1;Dbxref=GeneID:101584040;Name=Mx2-l1;origin=rename;copy_num_ID=gene-LOC101584040_0;coverage=0.621;extra_copy_number=0;gbkey=Gene;gene=LOC101584040;gene_biotype=protein_coding;sequence_ID=0.619;valid_ORFs=0	MX2-L1	43949646	44012982	True
15514	702919	chr14	Liftoff	gene	44053210	44084176	.	+	.	ID=gene-LOC101584809;Dbxref=GeneID:101584809;Name=LOC101584809;origin=liftoff;copy_num_ID=gene-LOC101584809_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584809;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	LOC101584809	44053209	44084176	True
15515	702936	chr14	Liftoff	gene	44106592	44129828	.	+	.	ID=gene-Mx2;Dbxref=GeneID:101585208;Name=Mx2;origin=rename;copy_num_ID=gene-LOC101585208_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585208;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	MX2	44106591	44129828	True
15603	707195	chr14	Liftoff	gene	50930749	50931678	.	-	.	ID=gene-LOC105742253;Dbxref=GeneID:105742253;Name=LOC105742253;origin=liftoff;copy_num_ID=gene-LOC105742253_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105742253;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=5	LOC105742253	50930748	50931678	True
15604	707223	chr14	Liftoff	gene	50950316	50950981	.	-	.	ID=gene-LOC105742254;Dbxref=GeneID:105742254;Name=LOC105742254;origin=liftoff;copy_num_ID=gene-LOC105742254_0;coverage=0.767;extra_copy_number=0;gbkey=Gene;gene=LOC105742254;gene_biotype=protein_coding;sequence_ID=0.760;valid_ORFs=0	LOC105742254	50950315	50950981	True
15605	707236	chr14	Liftoff	gene	50959743	50960390	.	+	.	ID=gene-LOC105742262;Dbxref=GeneID:105742262;Name=LOC105742262;origin=liftoff;copy_num_ID=gene-LOC105742262_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105742262;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC105742262	50959742	50960390	True
15606	707240	chr14	Liftoff	gene	50969286	50970002	.	-	.	ID=gene-LOC101571339;Dbxref=GeneID:101571339;Name=LOC101571339;origin=liftoff;copy_num_ID=gene-LOC101571339_0;coverage=0.896;extra_copy_number=0;gbkey=Gene;gene=LOC101571339;gene_biotype=protein_coding;sequence_ID=0.891;valid_ORFs=1	LOC101571339	50969285	50970002	True
15607	707259	chr14	Liftoff	gene	50980294	50980965	.	+	.	ID=gene-LOC105742263;Dbxref=GeneID:105742263;Name=LOC105742263;origin=liftoff;copy_num_ID=gene-LOC105742263_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105742263;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC105742263	50980293	50980965	True
15608	707263	chr14	Liftoff	gene	50987869	50988615	.	+	.	ID=gene-LOC101571736;Dbxref=GeneID:101571736;Name=LOC101571736;origin=liftoff;copy_num_ID=gene-LOC101571736_0;coverage=0.996;extra_copy_number=0;gbkey=Gene;gene=LOC101571736;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101571736	50987868	50988615	True
15609	707267	chr14	Liftoff	gene	50993919	51005029	.	+	.	ID=gene-LOC101572529;Dbxref=GeneID:101572529;Name=LOC101572529;origin=liftoff;copy_num_ID=gene-LOC101572529_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572529;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	LOC101572529	50993918	51005029	True
15612	707287	chr14	Liftoff	gene	51052011	51052403	.	-	.	ID=gene-LOC101573715;Dbxref=GeneID:101573715;Name=LOC101573715;origin=liftoff;copy_num_ID=gene-LOC101573715_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101573715;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101573715	51052010	51052403	True
15613	707293	chr14	Liftoff	gene	51075743	51076153	.	-	.	ID=gene-LOC101574499;Dbxref=GeneID:101574499;Name=LOC101574499;origin=liftoff;copy_num_ID=gene-LOC101574499_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574499;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=1	LOC101574499	51075742	51076153	True
15614	707301	chr14	Liftoff	gene	51083724	51084134	.	-	.	ID=gene-LOC101574904;Dbxref=GeneID:101574904;Name=LOC101574904;origin=liftoff;copy_num_ID=gene-LOC101574904_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574904;gene_biotype=protein_coding;sequence_ID=0.945;valid_ORFs=1	LOC101574904	51083723	51084134	True
15761	715076	chr14	Liftoff	gene	58822870	58857704	.	-	.	ID=gene-Aco1;Dbxref=GeneID:101573193;Name=Aco1;origin=liftoff;copy_num_ID=gene-Aco1_0;coverage=0.945;extra_copy_number=0;gbkey=Gene;gene=Aco1;gene_biotype=protein_coding;sequence_ID=0.522;valid_ORFs=0	ACO1	58822869	58857704	True
15862	717582	chr14	Liftoff	gene	79180723	79181685	.	+	.	ID=gene-LOC101579325;Dbxref=GeneID:101579325;Name=LOC101579325;origin=liftoff;copy_num_ID=gene-LOC101579325_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101579325;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101579325	79180722	79181685	True
15937	720691	chr14	Liftoff	gene	87983637	87987035	.	+	.	ID=gene-LOC101569208;Dbxref=GeneID:101569208;Name=LOC101569208;origin=liftoff;copy_num_ID=gene-LOC101569208_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101569208;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101569208	87983636	87987035	True
16014	726825	chr14	Liftoff	gene	98604013	98604951	.	+	.	ID=gene-LOC101578971;Dbxref=GeneID:101578971;Name=LOC101578971;origin=liftoff;copy_num_ID=gene-LOC101578971_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578971;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	LOC101578971	98604012	98604951	True
16058	728091	chr14	AUGUSTUS	gene	101593688	101633775	.	+	.	ID=gene-Rabepk;Name=Rabepk;origin=replace	RABEPK	101593687	101633775	True
16109	731154	chr14	Liftoff	gene	104464851	104468802	.	-	.	ID=gene-Lcn2-l3;Dbxref=GeneID:111812708;Name=Lcn2-l3;origin=rename;copy_num_ID=gene-LOC111812708_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111812708;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LCN2-L3	104464850	104468802	True
16110	731172	chr14	AUGUSTUS	gene	104535519	104536091	.	-	.	ID=gene-Jpt2-dl2;Name=Jpt2-dl2;origin=de_novo	JPT2-DL2	104535518	104536091	True
16115	731231	chr14	Liftoff	gene	105486406	105490713	.	-	.	ID=gene-Lcn2-l7;Dbxref=GeneID:105743591;Name=Lcn2-l7;origin=rename;copy_num_ID=gene-LOC105743591_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743591;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LCN2-L7	105486405	105490713	True
16116	731245	chr14	Liftoff	gene	105530215	105535462	.	-	.	ID=gene-Lcn2-l8;Dbxref=GeneID:105743590;Name=Lcn2-l8;origin=rename;copy_num_ID=gene-LOC105743590_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743590;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LCN2-L8	105530214	105535462	True
16211	738357	chr14	Liftoff	gene	111183755	111201628	.	+	.	ID=gene-Cel;Dbxref=GeneID:101575624;Name=Cel;origin=liftoff;copy_num_ID=gene-Cel_0;coverage=0.819;extra_copy_number=0;gbkey=Gene;gene=Cel;gene_biotype=protein_coding;sequence_ID=0.810;valid_ORFs=0	CEL	111183754	111201628	True
16212	738391	chr14	Liftoff	gene	111210989	111213978	.	+	.	ID=gene-Cel-l1;Dbxref=GeneID:101585062;Name=Cel-l1;origin=rename;copy_num_ID=gene-LOC101585062_0;coverage=1.0;end_range=2987,.;extra_copy_number=0;gbkey=Gene;gene=LOC101585062;gene_biotype=protein_coding;partial=true;sequence_ID=1.0;start_range=.,4;valid_ORFs=0	CEL-L1	111210988	111213978	True
16217	738743	chr14	Liftoff	gene	111459782	111463041	.	-	.	ID=gene-Vegp1-l1;Dbxref=GeneID:111812403;Name=Vegp1-l1;origin=rename;copy_num_ID=gene-LOC111812403_0;coverage=0.904;extra_copy_number=0;gbkey=Gene;gene=LOC111812403;gene_biotype=protein_coding;sequence_ID=0.901;valid_ORFs=1	VEGP1-L1	111459781	111463041	True
16218	738756	chr14	Liftoff	gene	111477608	111479973	.	-	.	ID=gene-Lcn4;Dbxref=GeneID:101574047;Name=Lcn4;origin=rename;copy_num_ID=gene-LOC101574047_0;coverage=0.995;extra_copy_number=0;gbkey=Gene;gene=LOC101574047;gene_biotype=protein_coding;sequence_ID=0.981;valid_ORFs=1	LCN4	111477607	111479973	True
16219	738772	chr14	Liftoff	gene	111490670	111493705	.	-	.	ID=gene-Lcn10;Dbxref=GeneID:101591030;Name=Lcn10;origin=liftoff;copy_num_ID=gene-Lcn10_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Lcn10;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LCN10	111490669	111493705	True
16431	749388	chr15	Liftoff	gene	14197728	14308114	.	-	.	ID=gene-Snx14;Dbxref=GeneID:101562548;Name=Snx14;origin=liftoff;copy_num_ID=gene-Snx14_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Snx14;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=6	SNX14	14197727	14308114	True
16432	749753	chr15	Liftoff	gene	14303053	14342384	.	-	.	ID=gene-Syncrip;Dbxref=GeneID:101560287;Name=Syncrip;origin=liftoff;copy_num_ID=gene-Syncrip_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Syncrip;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=6	SYNCRIP	14303052	14342384	True
16447	750110	chr15	Liftoff	gene	16174462	16235076	.	+	.	ID=gene-Cfap206;Dbxref=GeneID:101590553;Name=Cfap206;origin=liftoff;copy_num_ID=gene-Cfap206_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Cfap206;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=2	CFAP206	16174461	16235076	True
16448	750167	chr15	Liftoff	gene	16208364	16238300	.	-	.	ID=gene-LOC111815848;Dbxref=GeneID:111815848;Name=LOC111815848;origin=liftoff;copy_num_ID=gene-LOC111815848_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815848;gene_biotype=lncRNA;sequence_ID=0.990	LOC111815848	16208363	16238300	True
16612	756709	chr15	AUGUSTUS	gene	52950422	53291159	.	-	.	ID=gene-Frk;Name=Frk;origin=replace	FRK	52950421	53291159	True
16626	756881	chr15	Liftoff	gene	54269659	54306960	.	-	.	ID=gene-LOC101582070;Dbxref=GeneID:101582070;Name=LOC101582070;origin=liftoff;copy_num_ID=gene-LOC101582070_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582070;gene_biotype=lncRNA;sequence_ID=0.994	LOC101582070	54269658	54306960	True
16627	756886	chr15	Liftoff	gene	54429044	54435259	.	+	.	ID=gene-LOC111814845;Dbxref=GeneID:111814845;Name=LOC111814845;origin=liftoff;copy_num_ID=gene-LOC111814845_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814845;gene_biotype=lncRNA;sequence_ID=0.995	LOC111814845	54429043	54435259	True
16658	757802	chr15	Liftoff	gene	61902661	62008015	.	+	.	ID=gene-Ube3a;Dbxref=GeneID:101585806;Name=Ube3a;origin=liftoff;copy_num_ID=gene-Ube3a_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Ube3a;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=10	UBE3A	61902660	62008015	True
16728	760213	chr15	Liftoff	gene	75154354	75299408	.	-	.	ID=gene-Chd2;Dbxref=GeneID:101585880;Name=Chd2;origin=liftoff;copy_num_ID=gene-Chd2_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Chd2;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=0	CHD2	75154353	75299408	True
16968	773253	chr15	Liftoff	gene	97830374	97935030	.	+	.	ID=gene-Aqr;Dbxref=GeneID:101570752;Name=Aqr;origin=liftoff;copy_num_ID=gene-Aqr_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Aqr;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	AQR	97830373	97935030	True
16996	774151	chr15	AUGUSTUS	gene	106584261	106584710	.	-	.	ID=gene-Arpc5-dl3;Name=Arpc5-dl3;origin=de_novo	ARPC5-DL3	106584260	106584710	True
17036	776340	chr16	Liftoff	gene	1449278	1514779	.	+	.	ID=gene-Osbpl11;Dbxref=GeneID:101578433;Name=Osbpl11;origin=liftoff;copy_num_ID=gene-Osbpl11_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Osbpl11;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=6	OSBPL11	1449277	1514779	True
17037	776531	chr16	Liftoff	gene	1507594	1507695	.	+	.	ID=gene-LOC111812514;Dbxref=GeneID:111812514;Name=LOC111812514;origin=liftoff;copy_num_ID=gene-LOC111812514_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111812514;gene_biotype=snoRNA;sequence_ID=1.0	LOC111812514	1507593	1507695	True
17062	779344	chr16	Liftoff	gene	2778283	2780974	.	+	.	ID=gene-Prss44-l1;Dbxref=GeneID:101588761;Name=Prss44-l1;origin=rename;copy_num_ID=gene-LOC101588761_0;coverage=1.0;end_range=10640,.;extra_copy_number=0;gbkey=Gene;gene=LOC101588761;gene_biotype=protein_coding;partial=true;sequence_ID=0.975;valid_ORFs=0	PRSS44-L1	2778282	2780974	True
17063	779357	chr16	Liftoff	gene	2789742	2792711	.	+	.	ID=gene-Prss44-l2;Dbxref=GeneID:101579755;Name=Prss44-l2;origin=rename;copy_num_ID=gene-LOC101579755_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101579755;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	PRSS44-L2	2789741	2792711	True
17149	783577	chr16	Liftoff	gene	7479061	7482737	.	-	.	ID=gene-LOC101585455;Dbxref=GeneID:101585455;Name=LOC101585455;origin=liftoff;copy_num_ID=gene-LOC101585455_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585455;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=0	LOC101585455	7479060	7482737	True
17195	785358	chr16	Liftoff	gene	8810049	8819646	.	+	.	ID=gene-Znf641;Dbxref=GeneID:101561298;Name=Znf641;origin=liftoff;copy_num_ID=gene-Znf641_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Znf641;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=3	ZNF641	8810048	8819646	True
17196	785408	chr16	Liftoff	gene	8840550	8846090	.	-	.	ID=gene-LOC101561700;Dbxref=GeneID:101561700;Name=LOC101561700;origin=liftoff;copy_num_ID=gene-LOC101561700_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561700;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=0	LOC101561700	8840549	8846090	True
17317	790733	chr16	Liftoff	gene	28112524	28116929	.	+	.	ID=gene-Lyz-l1;Dbxref=GeneID:101566278;Name=Lyz-l1;origin=rename;copy_num_ID=gene-LOC101566278_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101566278;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LYZ-L1	28112523	28116929	True
17318	790743	chr16	Liftoff	gene	28123420	28123557	.	+	.	ID=gene-LOC111817034;Dbxref=GeneID:111817034;Name=LOC111817034;origin=liftoff;copy_num_ID=gene-LOC111817034_0;coverage=0.605;extra_copy_number=0;gbkey=Gene;gene=LOC111817034;gene_biotype=protein_coding;sequence_ID=0.605;valid_ORFs=0	LOC111817034	28123419	28123557	True
17323	790797	chr16	Liftoff	gene	28660373	28686954	.	+	.	ID=gene-Cpm;Dbxref=GeneID:101564305;Name=Cpm;origin=rename;copy_num_ID=gene-LOC101564305_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564305;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	CPM	28660372	28686954	True
17331	791272	chr16	Liftoff	gene	29422928	29426617	.	+	.	ID=gene-Ifng;Dbxref=GeneID:101561507;Name=Ifng;origin=liftoff;copy_num_ID=gene-Ifng_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Ifng;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	IFNG	29422927	29426617	True
17332	791282	chr16	AUGUSTUS	gene	29485663	29489133	.	+	.	ID=gene-Ifng-dl1;Name=Ifng-dl1;origin=de_novo	IFNG-DL1	29485662	29489133	True
17355	791890	chr16	Liftoff	gene	33330190	33366871	.	-	.	ID=gene-Xpot;Dbxref=GeneID:101584789;Name=Xpot;origin=liftoff;copy_num_ID=gene-Xpot_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Xpot;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=2	XPOT	33330189	33366871	True
17422	796490	chr16	Liftoff	gene	41395236	41425431	.	+	.	ID=gene-LOC101583498;Dbxref=GeneID:101583498;Name=LOC101583498;origin=liftoff;copy_num_ID=gene-LOC101583498_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583498;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101583498	41395235	41425431	True
17423	796506	chr16	AUGUSTUS	gene	41417267	41419525	.	-	.	ID=gene-Larp7-dl2;Name=Larp7-dl2;origin=de_novo	LARP7-DL2	41417266	41419525	True
17424	796514	chr16	Liftoff	gene	41462045	41468269	.	+	.	ID=gene-Rdh16-l1;Dbxref=GeneID:101582692;Name=Rdh16-l1;origin=rename;copy_num_ID=gene-LOC101582692_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582692;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	RDH16-L1	41462044	41468269	True
17425	796526	chr16	Liftoff	gene	41490236	41490538	.	-	.	ID=gene-Znf2-l1;Dbxref=GeneID:101574112;Name=Znf2-l1;origin=rename;copy_num_ID=gene-LOC101574112_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574112;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	ZNF2-L1	41490235	41490538	True
17426	796530	chr16	Liftoff	gene	41491210	41500508	.	+	.	ID=gene-Sdr9c7;Dbxref=GeneID:101582294;Name=Sdr9c7;origin=rename;copy_num_ID=gene-LOC101582294_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582294;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	SDR9C7	41491209	41500508	True
17430	796561	chr16	Liftoff	gene	41753417	41775527	.	-	.	ID=gene-Hsd17b6;Dbxref=GeneID:101572137;Name=Hsd17b6;origin=rename;copy_num_ID=gene-LOC101572137_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572137;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=3	HSD17B6	41753416	41775527	True
17431	796603	chr16	Liftoff	gene	41932410	41942505	.	-	.	ID=gene-Hsd17b6-l1;Dbxref=GeneID:101575303;Name=Hsd17b6-l1;origin=rename;copy_num_ID=gene-LOC101575303_0;coverage=0.948;extra_copy_number=0;gbkey=Gene;gene=LOC101575303;gene_biotype=protein_coding;sequence_ID=0.948;valid_ORFs=1	HSD17B6-L1	41932409	41942505	True
17432	796614	chr16	Liftoff	gene	42009788	42010493	.	+	.	ID=gene-LOC101581272;Dbxref=GeneID:101581272;Name=LOC101581272;origin=liftoff;copy_num_ID=gene-LOC101581272_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101581272;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=0	LOC101581272	42009787	42010493	True
17433	796620	chr16	Liftoff	gene	42053590	42056841	.	+	.	ID=gene-LOC101576481;Dbxref=GeneID:101576481;Name=LOC101576481;origin=liftoff;copy_num_ID=gene-LOC101576481_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101576481;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=0	LOC101576481	42053589	42056841	True
17518	799992	chr16	Liftoff	gene	44713703	44713809	.	+	.	ID=gene-LOC111814566;Dbxref=GeneID:111814566;Name=LOC111814566;origin=liftoff;copy_num_ID=gene-LOC111814566_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814566;gene_biotype=snRNA;sequence_ID=0.990	LOC111814566	44713702	44713809	True
17519	799995	chr16	Liftoff	gene	44716194	44726193	.	+	.	ID=gene-LOC101562715;Dbxref=GeneID:101562715;Name=LOC101562715;origin=liftoff;copy_num_ID=gene-LOC101562715_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101562715;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=0	LOC101562715	44716193	44726193	True
17532	800064	chr16	Liftoff	gene	45258184	45259131	.	-	.	ID=gene-LOC101563684;Dbxref=GeneID:101563684;Name=LOC101563684;origin=liftoff;copy_num_ID=gene-LOC101563684_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101563684;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101563684	45258183	45259131	True
17533	800068	chr16	Liftoff	gene	45273687	45276260	.	-	.	ID=gene-LOC101583153;Dbxref=GeneID:101583153;Name=LOC101583153;origin=liftoff;copy_num_ID=gene-LOC101583153_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583153;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=0	LOC101583153	45273686	45276260	True
17535	800078	chr16	Liftoff	gene	45362077	45362182	.	+	.	ID=gene-LOC111818520;Dbxref=GeneID:111818520;Name=LOC111818520;origin=liftoff;copy_num_ID=gene-LOC111818520_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111818520;gene_biotype=snRNA;sequence_ID=1.0	LOC111818520	45362076	45362182	True
17536	800081	chr16	Liftoff	gene	45407015	45407944	.	+	.	ID=gene-LOC101562888;Dbxref=GeneID:101562888;Name=LOC101562888;origin=liftoff;copy_num_ID=gene-LOC101562888_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101562888;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101562888	45407014	45407944	True
17537	800085	chr16	Liftoff	gene	45412192	45415507	.	-	.	ID=gene-LOC101562488;Dbxref=GeneID:101562488;Name=LOC101562488;origin=liftoff;copy_num_ID=gene-LOC101562488_0;coverage=0.991;end_range=7485680,.;extra_copy_number=0;gbkey=Gene;gene=LOC101562488;gene_biotype=protein_coding;partial=true;sequence_ID=0.987;valid_ORFs=0	LOC101562488	45412191	45415507	True
17541	800122	chr16	Liftoff	gene	45783976	45784082	.	-	.	ID=gene-LOC111818518;Dbxref=GeneID:111818518;Name=LOC111818518;origin=liftoff;copy_num_ID=gene-LOC111818518_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111818518;gene_biotype=snRNA;sequence_ID=1.0	LOC111818518	45783975	45784082	True
17582	801674	chr16	Liftoff	gene	47124815	47164735	.	-	.	ID=gene-Sp1;Dbxref=GeneID:101563826;Name=Sp1;origin=liftoff;copy_num_ID=gene-Sp1_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=Sp1;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=3	SP1	47124814	47164735	True
17704	807366	chr16	Liftoff	gene	51326678	51407273	.	-	.	ID=gene-Shcbp1;Dbxref=GeneID:101571775;Name=Shcbp1;origin=liftoff;copy_num_ID=gene-Shcbp1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Shcbp1;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	SHCBP1	51326677	51407273	True
17719	807781	chr16	Liftoff	gene	52490700	52491821	.	+	.	ID=gene-Gnas-l1;Dbxref=GeneID:101564622;Name=Gnas-l1;origin=rename;copy_num_ID=gene-LOC101564622_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101564622;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	GNAS-L1	52490699	52491821	True
