gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
GABARAPL1-DL1	GABARAPL1	chr11	114885584	114887180	114880584	114892180	11596	1596	T2	True	2	True	-	AUGUSTUS
KIF3A	KIF3A	chr11	114889126	114938382	114884126	114943382	59256	49256	T4	False	1	False	+	Liftoff
IL4	IL4	chr11	114943745	114952458	114938745	114957458	18713	8713	T4	False	1	False	-	AUGUSTUS
IL13	IL13	chr11	114960815	114962557	114955815	114967557	11742	1742	T4	False	1	False	-	Liftoff
RAD50	RAD50	chr11	114973417	115034799	114968417	115039799	71382	61382	T3	False	1	True	-	Liftoff
IL5	IL5	chr11	115074071	115076581	115069071	115081581	12510	2510	T4	False	1	False	+	Liftoff
IRF1	IRF1	chr11	115131692	115139610	115126692	115144610	17918	7918	T4	False	1	False	+	Liftoff
LOC111816308	LOC111816308	chr11	115181493	115230350	115176493	115235350	58857	48857	T4	False	1	False	-	Liftoff
SLC22A5	SLC22A5	chr11	115239426	115274559	115234426	115279559	45133	35133	T4	False	1	False	-	Liftoff
SLC22A4	SLC22A4	chr11	115300474	115371352	115295474	115376352	80878	70878	T3	False	1	True	-	Liftoff
PDLIM4	PDLIM4	chr11	115382205	115394466	115377205	115399466	22261	12261	T4	False	1	False	-	Liftoff
P4HA2	P4HA2	chr11	115427565	115463223	115422565	115468223	45658	35658	T4	False	1	False	+	Liftoff
CSF2	CSF2	chr11	115593031	115594952	115588031	115599952	11921	1921	T4	False	1	False	-	Liftoff
ACSL6	ACSL6	chr11	115647727	115714648	115642727	115719648	76921	66921	T3	False	1	True	+	Liftoff
MEIKIN	MEIKIN	chr11	115716642	115856410	115711642	115861410	149768	139768	T3	False	1	True	+	Liftoff
FNIP1	FNIP1	chr11	115856428	115985896	115851428	115990896	139468	129468	T3	False	1	True	+	Liftoff
RAPGEF6	RAPGEF6	chr11	115994384	116217504	115989384	116222504	233120	223120	T3	False	1	True	+	Liftoff
LOC111816323	LOC111816323	chr11	116048724	116048848	116043724	116053848	10124	124	T4	False	1	False	-	Liftoff
LOC111816320	LOC111816320	chr11	116086293	116086424	116081293	116091424	10131	131	T4	False	1	False	-	Liftoff
CDC42SE2	CDC42SE2	chr11	116227305	116318805	116222305	116323805	101500	91500	T3	False	1	True	-	Liftoff
LYRM7	LYRM7	chr11	116410303	116438820	116405303	116443820	38517	28517	T3	False	1	True	-	Liftoff
HINT1	HINT1	chr11	116451907	116454168	116446907	116459168	12261	2261	T3	False	3	True	+	Liftoff
GAPDH-L1	GAPDH	chr11	116492655	116494426	116487655	116499426	11771	1771	T1	True	3	False	-	Liftoff
GPX3	GPX3	chr11	116506364	116514123	116501364	116519123	17759	7759	T4	False	1	False	+	Liftoff
TNIP1	TNIP1	chr11	116513084	116557247	116508084	116562247	54163	44163	T4	False	1	False	-	Liftoff
ANXA6	ANXA6	chr11	116573129	116622619	116568129	116627619	59490	49490	T4	False	1	False	-	Liftoff
CCDC69	CCDC69	chr11	116654290	116685758	116649290	116690758	41468	31468	T4	False	1	False	-	Liftoff
GM2A	GM2A	chr11	116701073	116712996	116696073	116717996	21923	11923	T4	False	1	False	+	Liftoff
SLC36A3	SLC36A3	chr11	116745448	116771380	116740448	116776380	35932	25932	T4	False	1	False	-	Liftoff
SLC36A2	SLC36A2	chr11	116775664	116800437	116770664	116805437	34773	24773	T4	False	1	False	-	Liftoff
IRGM	IRGM	chr11	116830162	116840128	116825162	116845128	19966	9966	T4	False	1	False	-	Liftoff
GM12250	GM12250	chr11	116905367	116920352	116900367	116925352	24985	14985	T4	False	1	False	+	Liftoff
N4BP3	N4BP3	chr11	116976863	116982926	116971863	116987926	16063	6063	T4	False	1	False	+	Liftoff
RMND5B	RMND5B	chr11	116989334	116999415	116984334	117004415	20081	10081	T4	False	1	False	+	Liftoff
NHP2	NHP2	chr11	116998697	117004208	116993697	117009208	15511	5511	T4	False	1	False	-	Liftoff
PHYKPL	PHYKPL	chr11	117024266	117057614	117019266	117062614	43348	33348	T3	False	1	True	-	Liftoff
HNRNPAB	HNRNPAB	chr11	117024969	117030920	117019969	117035920	15951	5951	T3	False	1	True	+	Liftoff
COL23A1	COL23A1	chr11	117060413	117319512	117055413	117324512	269099	259099	T3	False	1	True	-	Liftoff
CLK4	CLK4	chr11	117329529	117353892	117324529	117358892	34363	24363	T3	False	1	True	-	Liftoff
LOC111816315	LOC111816315	chr11	117384526	117384634	117379526	117389634	10108	108	T4	False	1	False	-	Liftoff
ZNF354A	ZNF354A	chr11	117395051	117406727	117390051	117411727	21676	11676	T3	False	1	True	-	Liftoff
LOC101565464	LOC101565464	chr11	117448643	117449573	117443643	117454573	10930	930	T4	False	1	False	-	Liftoff
LOC101565067	LOC101565067	chr11	117508271	117511672	117503271	117516672	13401	3401	T4	False	1	False	-	Liftoff
LOC101564286	LOC101564286	chr11	117528533	117532817	117523533	117537817	14284	4284	T4	False	1	False	-	Liftoff
PROP1	PROP1	chr11	117541853	117544217	117536853	117549217	12364	2364	T4	False	1	False	+	Liftoff
ZNF354B	ZNF354B	chr11	117555680	117566144	117550680	117571144	20464	10464	T3	False	1	True	+	Liftoff
ZFP2	ZFP2	chr11	117576530	117609842	117571530	117614842	43312	33312	T4	False	1	False	+	Liftoff
LOC111816263	LOC111816263	chr11	117614246	117614275	117609246	117619275	10029	29	T4	False	1	False	+	Liftoff
ZNF454	ZNF454	chr11	117614808	117633255	117609808	117638255	28447	18447	T4	False	1	False	+	Liftoff
GRM6	GRM6	chr11	117642340	117667388	117637340	117672388	35048	25048	T3	False	1	True	-	Liftoff
ZNF879	ZNF879	chr11	117667390	117677790	117662390	117682790	20400	10400	T3	False	1	True	+	Liftoff
ZNF354C	ZNF354C	chr11	117682355	117695715	117677355	117700715	23360	13360	T3	False	1	True	+	Liftoff
ADAMTS2	ADAMTS2	chr11	117702178	117971371	117697178	117976371	279193	269193	T3	False	1	True	-	Liftoff
LOC111816318	LOC111816318	chr11	118065246	118065351	118060246	118070351	10105	105	T4	False	1	False	+	Liftoff
RUFY1	RUFY1	chr11	118087653	118127191	118082653	118132191	49538	39538	T4	False	1	False	+	Liftoff
HNRNPH1	HNRNPH1	chr11	118128605	118137277	118123605	118142277	18672	8672	T3	False	2	True	-	Liftoff
CBY3	CBY3	chr11	118157701	118163231	118152701	118168231	15530	5530	T4	False	1	False	-	Liftoff
TUBB4B-DL1	TUBB4B	chr11	118170243	118171751	118165243	118176751	11508	1508	T2	True	4	True	+	AUGUSTUS
CANX	CANX	chr11	118180147	118232184	118175147	118237184	62037	52037	T3	False	1	True	+	Liftoff
MAML1	MAML1	chr11	118269944	118283622	118264944	118288622	23678	13678	T4	False	1	False	+	Liftoff
LTC4S	LTC4S	chr11	118299277	118302186	118294277	118307186	12909	2909	T4	False	1	False	+	Liftoff
MGAT4B	MGAT4B	chr11	118301428	118305515	118296428	118310515	14087	4087	T4	False	1	False	-	Liftoff
SQSTM1	SQSTM1	chr11	118352152	118370550	118347152	118375550	28398	18398	T3	False	1	True	+	Liftoff
MRNIP	MRNIP	chr11	118368880	118392194	118363880	118397194	33314	23314	T3	False	1	True	-	Liftoff
TBC1D9B	TBC1D9B	chr11	118393719	118429345	118388719	118434345	45626	35626	T4	False	1	False	-	Liftoff
RNF130	RNF130	chr11	118447743	118615396	118442743	118620396	177653	167653	T3	False	1	True	-	Liftoff
STX12-DL1	STX12	chr11	118611270	118613299	118606270	118618299	12029	2029	T2	True	2	True	+	AUGUSTUS
RASGEF1C	RASGEF1C	chr11	118631025	118667253	118626025	118672253	46228	36228	T3	False	1	True	-	Liftoff
LOC111816289	LOC111816289	chr11	118744220	118747815	118739220	118752815	13595	3595	T4	False	1	False	-	Liftoff
MAPK9	MAPK9	chr11	118760600	118795381	118755600	118800381	44781	34781	T4	False	1	False	-	Liftoff
GFPT2	GFPT2	chr11	118805376	118853156	118800376	118858156	57780	47780	T4	False	1	False	-	Liftoff
CNOT6	CNOT6	chr11	119019259	119103252	119014259	119108252	93993	83993	T3	False	1	True	+	Liftoff
SCGB3A1	SCGB3A1	chr11	119126613	119128734	119121613	119133734	12121	2121	T4	False	1	False	-	Liftoff
FLT4	FLT4	chr11	119137393	119176465	119132393	119181465	49072	39072	T4	False	1	False	-	Liftoff
POM121	POM121	chr11	119191061	119206486	119186061	119211486	25425	15425	T4	False	1	False	+	Liftoff
LOC111814937	LOC111814937	chr11	119273164	119273284	119268164	119278284	10120	120	T4	False	1	False	-	Liftoff
LOC101590166	LOC101590166	chr11	119305298	119306237	119300298	119311237	10939	939	T3	False	1	True	-	Liftoff
KRT19	KRT19	chr12	9004328	9005678	8999328	9010678	11350	1350	T3	False	1	True	-	AUGUSTUS
LOC101576471	LOC101576471	chr12	11733562	11737978	11728562	11742978	14416	4416	T3	False	1	True	-	Liftoff
AMBN	AMBN	chr12	11755345	11771048	11750345	11776048	25703	15703	T4	False	1	False	+	Liftoff
ENAM	ENAM	chr12	11788944	11802746	11783944	11807746	23802	13802	T3	False	1	True	+	Liftoff
JCHAIN	JCHAIN	chr12	11811571	11821637	11806571	11826637	20066	10066	T3	False	1	True	-	Liftoff
UTP3	UTP3	chr12	11848183	11851089	11843183	11856089	12906	2906	T3	False	1	True	+	Liftoff
RUFY3	RUFY3	chr12	11859164	11962068	11854164	11967068	112904	102904	T4	False	1	False	+	Liftoff
LOC111814109	LOC111814109	chr12	11906581	11906688	11901581	11911688	10107	107	T4	False	1	False	+	Liftoff
GRSF1	GRSF1	chr12	11967660	11986045	11962660	11991045	28385	18385	T3	False	1	True	-	Liftoff
MOB1B	MOB1B	chr12	12049182	12107948	12044182	12112948	68766	58766	T3	False	1	True	+	Liftoff
RPS7-DL2	RPS7	chr12	12063418	12067550	12058418	12072550	14132	4132	T2	True	9	True	-	AUGUSTUS
DCK	DCK	chr12	12114206	12154643	12109206	12159643	50437	40437	T3	False	1	True	+	Liftoff
GDI2-DL1	GDI2	chr12	12319685	12321625	12314685	12326625	11940	1940	T2	True	3	True	-	AUGUSTUS
SLC4A4	SLC4A4	chr12	12364917	12725178	12359917	12730178	370261	360261	T4	False	1	False	+	Liftoff
LOC111814110	LOC111814110	chr12	13036744	13036844	13031744	13041844	10100	100	T4	False	1	False	-	Liftoff
GC	GC	chr12	13252108	13324589	13247108	13329589	82481	72481	T3	False	1	True	-	Liftoff
ADAMTS3	ADAMTS3	chr12	13789556	14168390	13784556	14173390	388834	378834	T3	False	1	True	-	Liftoff
LOC111814742	LOC111814742	chr12	14321999	14322106	14316999	14327106	10107	107	T3	False	1	True	+	Liftoff
LOC111814743	LOC111814743	chr12	14488439	14488541	14483439	14493541	10102	102	T4	False	1	False	-	Liftoff
LOC111814676	LOC111814676	chr12	14804709	14824097	14799709	14829097	29388	19388	T4	False	1	False	+	Liftoff
COX18	COX18	chr12	14819591	14828957	14814591	14833957	19366	9366	T4	False	1	False	-	Liftoff
ANKRD17	ANKRD17	chr12	14833002	14998065	14828002	15003065	175063	165063	T3	False	1	True	-	Liftoff
LOC105741296	LOC105741296	chr12	14994777	14998512	14989777	15003512	13735	3735	T4	False	1	False	-	Liftoff
ALB	ALB	chr12	15393466	15413054	15388466	15418054	29588	19588	T4	False	1	False	+	Liftoff
AFP	AFP	chr12	15425006	15442945	15420006	15447945	27939	17939	T4	False	1	False	+	Liftoff
LOC111813886	LOC111813886	chr12	15461001	15461108	15456001	15466108	10107	107	T4	False	1	False	+	Liftoff
PIH1D2	PIH1D2	chr12	15483849	15486266	15478849	15491266	12417	2417	T3	False	1	True	+	Liftoff
AFM	AFM	chr12	15491713	15520193	15486713	15525193	38480	28480	T3	False	1	True	+	Liftoff
RASSF6	RASSF6	chr12	15580423	15670516	15575423	15675516	100093	90093	T4	False	1	False	-	Liftoff
LOC111813883	LOC111813883	chr12	15668927	15669071	15663927	15674071	10144	144	T4	False	1	False	+	Liftoff
SLAIN2	SLAIN2	chr12	15763954	15854207	15758954	15859207	100253	90253	T3	False	1	True	-	Liftoff
LOC111813884	LOC111813884	chr12	15837600	15837730	15832600	15842730	10130	130	T4	False	1	False	-	Liftoff
LOC111813887	LOC111813887	chr12	15901738	15901845	15896738	15906845	10107	107	T4	False	1	False	-	Liftoff
TEC	TEC	chr12	15922542	16074790	15917542	16079790	162248	152248	T4	False	1	False	+	Liftoff
TXK	TXK	chr12	16090601	16151000	16085601	16156000	70399	60399	T4	False	1	False	+	Liftoff
NIPAL1	NIPAL1	chr12	16177762	16205521	16172762	16210521	37759	27759	T4	False	1	False	-	Liftoff
CNGA1	CNGA1	chr12	16253433	16263898	16248433	16268898	20465	10465	T4	False	1	False	+	Liftoff
NFXL1	NFXL1	chr12	16304603	16366713	16299603	16371713	72110	62110	T4	False	1	False	+	Liftoff
CORIN	CORIN	chr12	16393197	16701977	16388197	16706977	318780	308780	T3	False	1	True	+	Liftoff
ATP10D	ATP10D	chr12	16703179	16820361	16698179	16825361	127182	117182	T4	False	1	False	-	Liftoff
COMMD8	COMMD8	chr12	16869091	16881626	16864091	16886626	22535	12535	T3	False	1	True	+	Liftoff
GABRB1	GABRB1	chr12	16907211	17346320	16902211	17351320	449109	439109	T4	False	1	False	-	Liftoff
LOC111813888	LOC111813888	chr12	17217226	17217329	17212226	17222329	10103	103	T4	False	1	False	+	Liftoff
GABRA4	GABRA4	chr12	17417841	17496990	17412841	17501990	89149	79149	T3	False	1	True	+	Liftoff
WDHD1-L1	WDHD1	chr12	17533542	17537787	17528542	17542787	14245	4245	T2	True	2	True	+	Liftoff
LOC111813880	LOC111813880	chr12	17587760	17678801	17582760	17683801	101041	91041	T3	False	1	True	+	Liftoff
COX7B-DL2	COX7B	chr12	17678497	17678746	17673497	17683746	10249	249	T1	True	8	False	+	AUGUSTUS
LOC111813882	LOC111813882	chr12	17693181	17693344	17688181	17698344	10163	163	T4	False	1	False	+	Liftoff
GABRA2	GABRA2	chr12	18083057	18225632	18078057	18230632	152575	142575	T3	False	1	True	+	Liftoff
LOC105740929	LOC105740929	chr12	18146698	18149788	18141698	18154788	13090	3090	T3	False	1	True	-	Liftoff
GABRG1	GABRG1	chr12	18382508	18470183	18377508	18475183	97675	87675	T3	False	1	True	+	Liftoff
LOC111814173	LOC111814173	chr12	19194557	19194664	19189557	19199664	10107	107	T4	False	1	False	+	Liftoff
GNPDA2	GNPDA2	chr12	19773838	19807541	19768838	19812541	43703	33703	T4	False	1	False	+	Liftoff
GUF1	GUF1	chr12	19799656	19823964	19794656	19828964	34308	24308	T3	False	1	True	-	Liftoff
YIPF7	YIPF7	chr12	19843274	19865595	19838274	19870595	32321	22321	T4	False	1	False	+	Liftoff
KCTD8	KCTD8	chr12	20099825	20379963	20094825	20384963	290138	280138	T3	False	1	True	+	Liftoff
LOC111814174	LOC111814174	chr12	20874235	20874342	20869235	20879342	10107	107	T4	False	1	False	+	Liftoff
RAD23B-DL1	RAD23B	chr12	21494303	21495743	21489303	21500743	11440	1440	T2	True	2	True	-	AUGUSTUS
GRXCR1	GRXCR1	chr12	21734333	21900277	21729333	21905277	175944	165944	T3	False	1	True	-	Liftoff
ATP8A1	ATP8A1	chr12	22178208	22412564	22173208	22417564	244356	234356	T3	False	1	True	+	Liftoff
SHISA3	SHISA3	chr12	22416429	22421551	22411429	22426551	15122	5122	T4	False	1	False	-	Liftoff
BEND4	BEND4	chr12	22693778	22740493	22688778	22745493	56715	46715	T4	False	1	False	+	Liftoff
SLC30A9	SLC30A9	chr12	22772979	22872356	22767979	22877356	109377	99377	T3	False	1	True	-	Liftoff
NDUFAB1-L1	NDUFAB1	chr12	22881332	22882036	22876332	22887036	10704	704	T2	True	2	True	+	Liftoff
TMEM33	TMEM33	chr12	22904657	22928497	22899657	22933497	33840	23840	T3	False	1	True	-	Liftoff
PHOX2B	PHOX2B	chr12	23131332	23134266	23126332	23139266	12934	2934	T4	False	1	False	+	Liftoff
LOC111813019	LOC111813019	chr12	23159662	23159769	23154662	23164769	10107	107	T4	False	1	False	-	Liftoff
LIMCH1	LIMCH1	chr12	23182299	23542836	23177299	23547836	370537	360537	T4	False	1	False	-	Liftoff
LOC111813014	LOC111813014	chr12	23205132	23205234	23200132	23210234	10102	102	T4	False	1	False	-	Liftoff
UCHL1	UCHL1	chr12	23629576	23641831	23624576	23646831	22255	12255	T4	False	1	False	-	Liftoff
POLDIP2-DL1	POLDIP2	chr12	23692367	23694493	23687367	23699493	12126	2126	T2	True	2	True	+	AUGUSTUS
APBB2	APBB2	chr12	23743503	24088455	23738503	24093455	354952	344952	T4	False	1	False	+	Liftoff
LOC101576709	LOC101576709	chr12	23795587	23796452	23790587	23801452	10865	865	T4	False	1	False	-	Liftoff
NSUN7	NSUN7	chr12	24067471	24137817	24062471	24142817	80346	70346	T3	False	1	True	-	Liftoff
RBM47	RBM47	chr12	24266561	24442028	24261561	24447028	185467	175467	T3	False	1	True	+	Liftoff
CHRNA9	CHRNA9	chr12	24491098	24503023	24486098	24508023	21925	11925	T4	False	1	False	-	Liftoff
LOC111813016	LOC111813016	chr12	24554957	24555121	24549957	24560121	10164	164	T4	False	1	False	-	Liftoff
RHOH	RHOH	chr12	24616058	24650965	24611058	24655965	44907	34907	T4	False	1	False	-	Liftoff
N4BP2	N4BP2	chr12	24687074	24800883	24682074	24805883	123809	113809	T3	False	1	True	-	Liftoff
LOC111813012	LOC111813012	chr12	24734732	24734865	24729732	24739865	10133	133	T4	False	1	False	+	Liftoff
LOC101573010	LOC101573010	chr12	24788897	24790440	24783897	24795440	11543	1543	T3	False	1	True	+	Liftoff
RIDA-L1	RIDA	chr12	24806390	24806871	24801390	24811871	10481	481	T2	True	3	True	+	Liftoff
PDS5A	PDS5A	chr12	24955132	25103474	24950132	25108474	158342	148342	T3	False	1	True	+	Liftoff
UBE2K	UBE2K	chr12	25119591	25195673	25114591	25200673	86082	76082	T4	False	1	False	-	Liftoff
SMIM14	SMIM14	chr12	25257385	25334189	25252385	25339189	86804	76804	T3	False	1	True	+	Liftoff
LOC111813018	LOC111813018	chr12	25365489	25365607	25360489	25370607	10118	118	T4	False	1	False	+	Liftoff
UGDH	UGDH	chr12	25372235	25399781	25367235	25404781	37546	27546	T3	False	1	True	+	Liftoff
LIAS	LIAS	chr12	25406731	25428268	25401731	25433268	31537	21537	T3	False	1	True	-	Liftoff
KLB	KLB	chr12	25434717	25472696	25429717	25477696	47979	37979	T4	False	1	False	-	Liftoff
RFC1	RFC1	chr12	25496051	25596889	25491051	25601889	110838	100838	T3	False	1	True	+	Liftoff
WDR19	WDR19	chr12	25593948	25676777	25588948	25681777	92829	82829	T3	False	1	True	-	Liftoff
LOC101568626	LOC101568626	chr12	25714831	25715141	25709831	25720141	10310	310	T4	False	1	False	-	Liftoff
KLHL5	KLHL5	chr12	25746893	25801917	25741893	25806917	65024	55024	T3	False	1	True	-	Liftoff
TMEM156	TMEM156	chr12	25840755	25899413	25835755	25904413	68658	58658	T3	False	1	True	+	Liftoff
PGAM1-DL3	PGAM1	chr12	25881501	25882872	25876501	25887872	11371	1371	T2	True	8	True	-	gmst
FAM114A1	FAM114A1	chr12	25918575	26006765	25913575	26011765	98190	88190	T4	False	1	False	-	Liftoff
LOC111813010	LOC111813010	chr12	26034695	26034802	26029695	26039802	10107	107	T4	False	1	False	-	Liftoff
TLR6	TLR6	chr12	26036918	26047983	26031918	26052983	21065	11065	T3	False	1	True	+	Liftoff
TLR1	TLR1	chr12	26062994	26076390	26057994	26081390	23396	13396	T3	False	1	True	+	Liftoff
LOC101566624	LOC101566624	chr12	26065713	26066873	26060713	26071873	11160	1160	T3	False	1	True	+	Liftoff
LOC111813008	LOC111813008	chr12	26095942	26096569	26090942	26101569	10627	627	T4	False	1	False	+	Liftoff
TLR10	TLR10	chr12	26104055	26110725	26099055	26115725	16670	6670	T4	False	1	False	+	Liftoff
KLF3	KLF3	chr12	26176953	26207809	26171953	26212809	40856	30856	T4	False	1	False	-	Liftoff
TBC1D1	TBC1D1	chr12	26746687	26967288	26741687	26972288	230601	220601	T3	False	1	True	-	Liftoff
PGM2	PGM2	chr12	26993781	27028995	26988781	27033995	45214	35214	T3	False	1	True	-	Liftoff
LOC111813009	LOC111813009	chr12	27029702	27029810	27024702	27034810	10108	108	T4	False	1	False	-	Liftoff
TRNAG-UCC-5	TRNAG-UCC-5	chr12	27142415	27142487	27137415	27147487	10072	72	T4	False	1	False	-	Liftoff
UQCRB-DL2	UQCRB	chr12	27167219	27167555	27162219	27172555	10336	336	T2	True	12	True	-	AUGUSTUS
RELL1	RELL1	chr12	27169850	27246676	27164850	27251676	86826	76826	T4	False	1	False	+	Liftoff
CUNH4ORF19	CUNH4ORF19	chr12	27250779	27358733	27245779	27363733	117954	107954	T4	False	1	False	-	Liftoff
NWD2	NWD2	chr12	27363365	27573198	27358365	27578198	219833	209833	T3	False	1	True	-	Liftoff
LOC111812466	LOC111812466	chr12	28504042	28504206	28499042	28509206	10164	164	T4	False	1	False	+	Liftoff
DTHD1	DTHD1	chr12	28567999	28633347	28562999	28638347	75348	65348	T4	False	1	False	-	Liftoff
ARAP2	ARAP2	chr12	28684273	28879590	28679273	28884590	205317	195317	T3	False	1	True	+	Liftoff
LOC111812482	LOC111812482	chr12	30241291	30241398	30236291	30246398	10107	107	T4	False	1	False	+	Liftoff
LOC111812467	LOC111812467	chr12	30865899	30866065	30860899	30871065	10166	166	T4	False	1	False	-	Liftoff
LOC105743405	LOC105743405	chr12	31917379	31917534	31912379	31922534	10155	155	T4	False	1	False	-	Liftoff
PCDH7	PCDH7	chr12	33847952	34282705	33842952	34287705	444753	434753	T4	False	1	False	-	Liftoff
LOC111812475	LOC111812475	chr12	34810256	34810390	34805256	34815390	10134	134	T4	False	1	False	-	Liftoff
LOC111812489	LOC111812489	chr12	35655020	35655126	35650020	35660126	10106	106	T4	False	1	False	+	Liftoff
LOC111812493	LOC111812493	chr12	36204025	36204157	36199025	36209157	10132	132	T4	False	1	False	-	Liftoff
STIM2	STIM2	chr12	38224247	38329795	38219247	38334795	115548	105548	T3	False	1	True	-	Liftoff
TBC1D19	TBC1D19	chr12	38512757	38647242	38507757	38652242	144485	134485	T4	False	1	False	-	Liftoff
CCKAR	CCKAR	chr12	38815848	38824170	38810848	38829170	18322	8322	T4	False	1	False	+	Liftoff
RBPJ	RBPJ	chr12	38862154	38968139	38857154	38973139	115985	105985	T3	False	1	True	-	Liftoff
LOC111812494	LOC111812494	chr12	38919795	38919927	38914795	38924927	10132	132	T4	False	1	False	-	Liftoff
SMIM20	SMIM20	chr12	39315373	39326849	39310373	39331849	21476	11476	T4	False	1	False	-	Liftoff
SEL1L3	SEL1L3	chr12	39380225	39486646	39375225	39491646	116421	106421	T4	False	1	False	+	Liftoff
SLC34A2	SLC34A2	chr12	39538388	39559681	39533388	39564681	31293	21293	T4	False	1	False	-	Liftoff
LOC111812496	LOC111812496	chr12	39566455	39566557	39561455	39571557	10102	102	T4	False	1	False	+	Liftoff
ANAPC4	ANAPC4	chr12	39713791	39751414	39708791	39756414	47623	37623	T4	False	1	False	-	Liftoff
ZCCHC4	ZCCHC4	chr12	39762898	39819462	39757898	39824462	66564	56564	T4	False	1	False	-	Liftoff
PI4K2B	PI4K2B	chr12	39833210	39855971	39828210	39860971	32761	22761	T3	False	1	True	-	Liftoff
